         7724124 function calls (7720074 primitive calls) in 239.023 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     7200    0.050    0.000    0.100    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:845(__call__)
   159000    0.048    0.000    0.048    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3345(dtype)
   200580    0.044    0.000    0.066    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1515(<genexpr>)
   183695    0.043    0.000    0.088    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:504(asanyarray)
42000/39000    0.043    0.000    0.071    0.000 {method 'view' of 'numpy.generic' objects}
    65254    0.042    0.000    0.043    0.000 {built-in method builtins.hasattr}
    44045    0.042    0.000    0.525    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:601(partition)
    44045    0.038    0.000    2.261    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3254(median)
     1105    0.037    0.000    4.256    0.004 /usr/lib/python3.6/multiprocessing/popen_fork.py:16(__init__)
    73830    0.037    0.000    0.037    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3560(_get_data)
    44645    0.036    0.000    0.044    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:48(_count_reduce_items)
333690/333609    0.034    0.000    0.034    0.000 {built-in method builtins.len}
     3094    0.034    0.000    0.034    0.000 {built-in method posix.close}
    16800    0.034    0.000    0.391    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3659(filled)
      221    0.033    0.000    5.277    0.024 /usr/lib/python3.6/multiprocessing/pool.py:153(__init__)
     1842    0.031    0.000    0.035    0.000 /usr/lib/python3.6/_weakrefset.py:81(add)
     2210    0.031    0.000    0.031    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
    50146    0.030    0.000    0.030    0.000 {built-in method builtins.sorted}
    10200    0.029    0.000    0.493    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4951(sum)
    48031    0.029    0.000    0.326    0.000 {method 'view' of 'numpy.ndarray' objects}
     3600    0.028    0.000    1.794    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5203(var)
   134400    0.027    0.000    0.056    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1359(getmask)
    64800    0.027    0.000    0.027    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3361(shape)
    54389    0.027    0.000    0.027    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     1105    0.026    0.000    0.057    0.000 /usr/lib/python3.6/multiprocessing/util.py:395(_flush_std_streams)
      663    0.026    0.000    0.026    0.000 {built-in method _thread.start_new_thread}
    12123    0.025    0.000    0.025    0.000 {method 'astype' of 'numpy.ndarray' objects}
      600    0.024    0.000    0.197    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:91(_var)
     3600    0.024    0.000    0.084    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:924(__call__)
   103290    0.024    0.000    0.024    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
    31800    0.023    0.000    0.045    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:669(getdata)
      663    0.023    0.000    0.058    0.000 /usr/lib/python3.6/threading.py:757(__init__)
    63010    0.021    0.000    0.021    0.000 {built-in method numpy.core.umath.seterrobj}
      221    0.021    0.000   58.349    0.264 /usr/local/lib/python3.6/dist-packages/kplr/api.py:155(mast_request)
     1022    0.021    0.000    0.021    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
    10200    0.021    0.000    0.122    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3075(view)
      100    0.021    0.000    0.022    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:278(close)
      221    0.020    0.000   15.130    0.068 /usr/lib/python3.6/multiprocessing/pool.py:561(_terminate_pool)
     4922    0.020    0.000    3.051    0.001 /usr/lib/python3.6/multiprocessing/popen_fork.py:24(poll)
    18600    0.020    0.000    0.020    0.000 {built-in method numpy.core.multiarray.zeros}
    31200    0.020    0.000    0.031    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1312(_replace_dtype_fields)
      442    0.020    0.000    0.020    0.000 {method 'choice' of 'mtrand.RandomState' objects}
     9600    0.019    0.000    0.027    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:642(get_masked_subclass)
     1105    0.019    0.000    0.167    0.000 /usr/lib/python3.6/multiprocessing/pool.py:150(Process)
    16200    0.018    0.000    0.050    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:443(_check_fill_value)
    23400    0.018    0.000    0.087    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1423(getmaskarray)
     3421    0.018    0.000    0.173    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:721(__init__)
      100    0.017    0.000    0.018    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:79(make_fid)
     3600    0.017    0.000    0.780    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5115(mean)
     3000    0.017    0.000    0.030    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/shape_base.py:24(_make_along_axis_idx)
      600    0.017    0.000    9.481    0.016 /home/yangyangli/.local/lib/python3.6/site-packages/astropy/stats/sigma_clipping.py:170(__call__)
    48245    0.017    0.000    0.025    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6185(isMaskedArray)
     1105    0.017    0.000    0.033    0.000 /usr/lib/python3.6/multiprocessing/process.py:52(_cleanup)
     1547    0.016    0.000    0.016    0.000 /usr/lib/python3.6/threading.py:215(__init__)
    28205    0.016    0.000    0.098    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2891(__enter__)
     3487    0.016    0.000    0.019    0.000 <frozen importlib._bootstrap>:416(parent)
      500    0.016    0.000    0.092    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3672(_quantile_ureduce_func)
      200    0.016    0.000    0.027    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:53(make_new_dset)
     4356    0.016    0.000    0.019    0.000 {method 'join' of 'str' objects}
    10504    0.016    0.000    0.016    0.000 {method 'format' of 'str' objects}
     7200    0.015    0.000    0.226    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:2575(wrapped_method)
     8400    0.015    0.000    0.604    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6568(__call__)
    28205    0.015    0.000    0.076    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2896(__exit__)
    29446    0.015    0.000    0.118    0.000 {method 'any' of 'numpy.ndarray' objects}
      221    0.014    0.000    2.475    0.011 /home/yangyangli/.local/lib/python3.6/site-packages/batman/transitmodel.py:71(__init__)
      221    0.014    0.000    0.138    0.001 /usr/lib/python3.6/http/client.py:194(parse_headers)
    22802    0.014    0.000    0.432    0.000 {method 'sum' of 'numpy.ndarray' objects}
   126020    0.014    0.000    0.014    0.000 {built-in method numpy.core.umath.geterrobj}
    28205    0.014    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2887(__init__)
     7072    0.014    0.000    0.020    0.000 /usr/lib/python3.6/random.py:223(_randbelow)
    70193    0.014    0.000    0.014    0.000 {method 'get' of 'dict' objects}
     1547    0.014    0.000    0.014    0.000 {built-in method posix.pipe}
    50145    0.013    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1586(<listcomp>)
     3705    0.013    0.000    1.078    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:49(_wrapfunc)
     3600    0.012    0.000    0.030    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:883(__call__)
      221    0.012    0.000    0.026    0.000 /usr/lib/python3.6/email/feedparser.py:471(_parse_headers)
      221    0.012    0.000    5.294    0.024 /usr/lib/python3.6/multiprocessing/context.py:114(Pool)
     8400    0.012    0.000    0.081    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1556(make_mask)
      221    0.012    0.000   36.929    0.167 /usr/lib/python3.6/http/client.py:290(begin)
     4421    0.012    0.000    0.065    0.000 {built-in method builtins.next}
     7072    0.012    0.000    0.033    0.000 /usr/lib/python3.6/random.py:255(choice)
    50395    0.012    0.000    0.012    0.000 {method 'insert' of 'list' objects}
    58207    0.011    0.000    0.011    0.000 {method 'append' of 'list' objects}
   100511    0.011    0.000    0.011    0.000 {built-in method _operator.index}
      221    0.011    0.000   58.363    0.264 /usr/local/lib/python3.6/dist-packages/kplr/api.py:386(_data_search)
    31200    0.011    0.000    0.011    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1280(_replace_dtype_fields_recursive)
     3322    0.011    0.000   50.392    0.015 /usr/lib/python3.6/socket.py:572(readinto)
     7353    0.011    0.000    0.011    0.000 {built-in method posix.getpid}
      442    0.011    0.000    0.071    0.000 /usr/lib/python3.6/email/feedparser.py:218(_parsegen)
     9001    0.011    0.000    0.011    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      884    0.011    0.000  140.359    0.159 /usr/lib/python3.6/threading.py:263(wait)
     3600    0.010    0.000    7.146    0.002 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6688(sort)
     1989    0.010    0.000    0.023    0.000 /usr/lib/python3.6/email/message.py:462(get)
      221    0.010    0.000    0.017    0.000 /usr/lib/python3.6/socket.py:218(makefile)
      221    0.010    0.000    2.714    0.012 /scratch/yyl/noisecorre/KOI_simulation_utils.py:12(batman_planet)
    15000    0.010    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1656(shape)
     3024    0.010    0.000    0.010    0.000 {method 'add' of 'set' objects}
     2850    0.010    0.000   37.994    0.013 {method 'readline' of '_io.BufferedReader' objects}
    18600    0.009    0.000    0.047    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1645(make_mask_none)
     3600    0.009    0.000    1.887    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5267(std)
      434    0.009    0.000   12.417    0.029 {method 'read' of '_io.BufferedReader' objects}
     3000    0.009    0.000    0.385    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/shape_base.py:47(take_along_axis)
    10200    0.009    0.000    0.047    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1818(_check_mask_axis)
      100    0.009    0.000    0.090    0.001 transitsim.py:178(save_to_hdf)
      884    0.008    0.000    0.053    0.000 /usr/lib/python3.6/tempfile.py:296(__next__)
     1328    0.008    0.000    0.008    0.000 {method 'copy' of 'dict' objects}
    12000    0.008    0.000    0.078    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3037(<listcomp>)
      884    0.008    0.000    0.162    0.000 /usr/lib/python3.6/multiprocessing/context.py:64(Lock)
    31200    0.008    0.000    0.040    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1326(make_mask_descr)
      100    0.008    0.000    0.008    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:42(make_fapl)
    20655    0.008    0.000    0.049    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:433(asarray)
     1242    0.008    0.000    0.044    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:36(_wrapit)
    29446    0.008    0.000    0.104    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:42(_any)
2974/2972    0.008    0.000    0.029    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
      421    0.008    0.000    0.008    0.000 {built-in method builtins.print}
      221    0.008    0.000    0.010    0.000 /usr/lib/python3.6/multiprocessing/pool.py:619(__init__)
     1326    0.008    0.000   15.142    0.011 /usr/lib/python3.6/multiprocessing/util.py:167(__call__)
      221    0.007    0.000   36.768    0.166 /usr/lib/python3.6/http/client.py:257(_read_status)
      663    0.007    0.000    0.209    0.000 /usr/lib/python3.6/threading.py:828(start)
      884    0.007    0.000  140.369    0.159 /usr/lib/python3.6/threading.py:533(wait)
      221    0.007    0.000    0.327    0.001 /usr/local/lib/python3.6/dist-packages/kplr/api.py:208(<listcomp>)
      221    0.007    0.000    0.017    0.000 /usr/lib/python3.6/multiprocessing/pool.py:663(__init__)
    12000    0.007    0.000    0.225    0.000 {built-in method _functools.reduce}
      221    0.007    0.000    0.013    0.000 /usr/lib/python3.6/email/feedparser.py:139(__init__)
      884    0.007    0.000    0.011    0.000 /usr/lib/python3.6/weakref.py:165(__setitem__)
      221    0.007    0.000   44.086    0.199 /usr/lib/python3.6/urllib/request.py:1276(do_open)
      221    0.007    0.000   36.960    0.167 /usr/lib/python3.6/http/client.py:1287(getresponse)
     3101    0.007    0.000    0.007    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
     3000    0.007    0.000    1.564    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2923(std)
    22802    0.007    0.000    0.418    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:34(_sum)
     3364    0.006    0.000    0.029    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:64(_wrapreduction)
      221    0.006    0.000    0.031    0.000 /usr/lib/python3.6/multiprocessing/pool.py:368(_map_async)
      221    0.006    0.000    0.179    0.001 /usr/local/lib/python3.6/dist-packages/kplr/api.py:439(<listcomp>)
      221    0.006    0.000    0.006    0.000 /usr/lib/python3.6/socket.py:560(__init__)
     1250    0.006    0.000    0.006    0.000 {method 'uniform' of 'mtrand.RandomState' objects}
      250    0.006    0.000    0.132    0.001 /scratch/yyl/noisecorre/transit_basic.py:54(__init__)
      221    0.006    0.000    0.023    0.000 /usr/lib/python3.6/http/client.py:227(__init__)
     9600    0.006    0.000    0.039    0.000 {method 'all' of 'numpy.ndarray' objects}
     3322    0.006    0.000    0.006    0.000 {method '_checkClosed' of '_io._IOBase' objects}
     1768    0.006    0.000    0.010    0.000 /usr/lib/python3.6/email/_policybase.py:293(header_source_parse)
      884    0.006    0.000    0.039    0.000 /usr/lib/python3.6/tempfile.py:299(<listcomp>)
    22920    0.006    0.000    0.006    0.000 {method 'lower' of 'str' objects}
      221    0.006    0.000   12.013    0.054 /usr/lib/python3.6/multiprocessing/pool.py:552(_help_stuff_finish)
     3600    0.006    0.000    7.975    0.002 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/extras.py:618(median)
      442    0.006    0.000    0.179    0.000 /usr/lib/python3.6/multiprocessing/queues.py:313(__init__)
      200    0.006    0.000    0.006    0.000 {built-in method h5py.h5t.py_create}
      884    0.006    0.000    0.019    0.000 /usr/lib/python3.6/threading.py:498(__init__)
     1105    0.006    0.000    0.018    0.000 /usr/lib/python3.6/multiprocessing/process.py:128(is_alive)
      884    0.006    0.000    0.065    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:115(_make_name)
      221    0.006    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/function_base.py:25(linspace)
     9600    0.005    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3952(_delegate_binop)
      221    0.005    0.000    0.005    0.000 /usr/lib/python3.6/socket.py:409(_real_close)
     1105    0.005    0.000    0.005    0.000 {built-in method posix.kill}
      100    0.005    0.000    0.008    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:42(create_group)
      442    0.005    0.000    0.187    0.000 /usr/lib/python3.6/multiprocessing/context.py:109(SimpleQueue)
     3600    0.005    0.000    0.312    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4064(__sub__)
      200    0.005    0.000    0.006    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:317(__init__)
      600    0.005    0.000    0.038    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:2772(__new__)
      884    0.005    0.000    0.017    0.000 /usr/lib/python3.6/multiprocessing/util.py:136(register_after_fork)
     1989    0.005    0.000    0.006    0.000 /usr/lib/python3.6/threading.py:1230(current_thread)
      221    0.005    0.000    3.492    0.016 transitsim.py:32(__init__)
      426    0.005    0.000    1.256    0.003 /usr/lib/python3.6/http/client.py:534(_get_chunk_left)
      221    0.005    0.000    0.175    0.001 /usr/lib/python3.6/json/__init__.py:302(loads)
      225    0.005    0.000    0.012    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/frame.py:2664(__getitem__)
      884    0.005    0.000    0.022    0.000 /usr/lib/python3.6/email/message.py:564(get_content_type)
     9600    0.005    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:656(<listcomp>)
     1105    0.005    0.000    0.010    0.000 /usr/lib/python3.6/multiprocessing/popen_fork.py:53(terminate)
     4200    0.005    0.000    0.005    0.000 {method 'copy' of 'numpy.generic' objects}
      221    0.005    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/batman/transitmodel.py:371(__init__)
      221    0.005    0.000    0.006    0.000 /usr/lib/python3.6/multiprocessing/reduction.py:38(__init__)
      221    0.005    0.000    0.111    0.001 /usr/lib/python3.6/email/parser.py:42(parse)
      221    0.005    0.000    0.010    0.000 /usr/lib/python3.6/queue.py:27(__init__)
      600    0.005    0.000   11.244    0.019 /home/yangyangli/.local/lib/python3.6/site-packages/astropy/stats/sigma_clipping.py:369(sigma_clipped_stats)
     1105    0.005    0.000    0.005    0.000 /usr/lib/python3.6/multiprocessing/process.py:150(name)
     3242    0.004    0.000    0.004    0.000 {method 'decode' of 'bytes' objects}
     7800    0.004    0.000    0.045    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1546(_shrink_mask)
     3000    0.004    0.000    0.168    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4080(__mul__)
     3543    0.004    0.000    0.004    0.000 /usr/lib/python3.6/socket.py:611(readable)
     3000    0.004    0.000    5.466    0.002 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5316(argsort)
     9000    0.004    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:596(filled)
      442    0.004    0.000    0.004    0.000 {method 'sendall' of '_socket.socket' objects}
    12309    0.004    0.000    0.004    0.000 {method 'getrandbits' of '_random.Random' objects}
     2431    0.004    0.000    0.005    0.000 /usr/lib/python3.6/email/feedparser.py:78(readline)
      663    0.004    0.000    0.004    0.000 /usr/lib/python3.6/threading.py:727(_newname)
     2035    0.004    0.000    0.004    0.000 {built-in method _thread.allocate_lock}
      221    0.004    0.000    0.225    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/batman/transitmodel.py:215(light_curve)
     3000    0.004    0.000    0.209    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4104(__truediv__)
      250    0.004    0.000    0.004    0.000 /scratch/yyl/noisecorre/transit_basic.py:32(incl)
      221    0.004    0.000    0.004    0.000 transitsim.py:121(<listcomp>)
      442    0.004    0.000    0.004    0.000 /usr/lib/python3.6/email/message.py:120(__init__)
      426    0.004    0.000    1.235    0.003 /usr/lib/python3.6/http/client.py:504(_read_next_chunk_size)
     1326    0.004    0.000    0.007    0.000 /usr/lib/python3.6/http/client.py:1195(putheader)
      221    0.004    0.000   44.108    0.200 /usr/lib/python3.6/urllib/request.py:508(open)
      502    0.004    0.000    3.025    0.006 /usr/lib/python3.6/multiprocessing/process.py:118(join)
     9000    0.004    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6989(reshape)
     9000    0.004    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3172(_is_scalar)
     2210    0.004    0.000    0.004    0.000 /usr/lib/python3.6/multiprocessing/process.py:83(<genexpr>)
      221    0.004    0.000    0.009    0.000 /usr/lib/python3.6/urllib/request.py:1238(do_request_)
      221    0.004    0.000  140.230    0.635 /usr/lib/python3.6/multiprocessing/pool.py:261(map)
     1242    0.004    0.000    0.059    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:552(transpose)
     3322    0.004    0.000    0.007    0.000 {method '_checkReadable' of '_io._IOBase' objects}
