         658106 function calls (656644 primitive calls) in 21.185 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      469    0.004    0.000    0.019    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1006(__call__)
       20    0.004    0.000    0.004    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:79(make_fid)
    18872    0.004    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1515(<genexpr>)
    17441    0.004    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:504(asanyarray)
     4242    0.004    0.000    0.311    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3254(median)
    29202    0.004    0.000    0.004    0.000 {method 'update' of 'dict' objects}
     4369    0.004    0.000    0.004    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2592(geterr)
     4282    0.003    0.000    0.004    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:48(_count_reduce_items)
       21    0.003    0.000    0.471    0.022 /usr/lib/python3.6/multiprocessing/pool.py:153(__init__)
      903    0.003    0.000    0.030    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3019(__array_wrap__)
      246    0.003    0.000    0.063    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/extras.py:700(_median)
       40    0.003    0.000    0.006    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:53(make_new_dset)
      498    0.003    0.000    0.007    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:845(__call__)
31778/31697    0.003    0.000    0.003    0.000 {built-in method builtins.len}
      105    0.003    0.000    0.371    0.004 /usr/lib/python3.6/multiprocessing/popen_fork.py:16(__init__)
     4719    0.003    0.000    0.003    0.000 {built-in method builtins.sorted}
    10972    0.003    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3345(dtype)
      294    0.003    0.000    0.003    0.000 {built-in method posix.close}
      210    0.003    0.000    0.003    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      105    0.003    0.000    0.005    0.000 /usr/lib/python3.6/multiprocessing/util.py:395(_flush_std_streams)
2865/2665    0.003    0.000    0.004    0.000 {method 'view' of 'numpy.generic' objects}
        3    0.003    0.001    0.003    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:5017(_stack_arrays)
      738    0.002    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3158(__getitem__)
       63    0.002    0.000    0.002    0.000 {built-in method _thread.start_new_thread}
     4988    0.002    0.000    0.002    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     9642    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
      945    0.002    0.000    0.007    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4382(count)
     5146    0.002    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3560(_get_data)
       63    0.002    0.000    0.005    0.000 /usr/lib/python3.6/threading.py:757(__init__)
      275    0.002    0.000    0.003    0.000 /usr/lib/python3.6/_weakrefset.py:81(add)
      616    0.002    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3373(__setmask__)
      462    0.002    0.000    0.242    0.001 /usr/lib/python3.6/multiprocessing/popen_fork.py:24(poll)
       20    0.002    0.000    0.019    0.001 transitsim.py:151(save_to_hdf)
      105    0.002    0.000    0.016    0.000 /usr/lib/python3.6/multiprocessing/pool.py:150(Process)
       21    0.002    0.000    4.762    0.227 /usr/local/lib/python3.6/dist-packages/kplr/api.py:155(mast_request)
     1151    0.002    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3659(filled)
       42    0.002    0.000    0.002    0.000 {method 'choice' of 'mtrand.RandomState' objects}
       21    0.002    0.000    1.232    0.059 /usr/lib/python3.6/multiprocessing/pool.py:561(_terminate_pool)
     9307    0.002    0.000    0.004    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1359(getmask)
      105    0.002    0.000    0.004    0.000 /usr/lib/python3.6/multiprocessing/process.py:52(_cleanup)
      246    0.002    0.000    0.070    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5203(var)
      699    0.002    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4951(sum)
      453    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:416(parent)
     3373    0.002    0.000    0.020    0.000 {method 'view' of 'numpy.ndarray' objects}
       20    0.002    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:42(make_fapl)
      240    0.002    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:924(__call__)
      314    0.002    0.000    0.016    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:721(__init__)
      582    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
     4529    0.002    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6185(isMaskedArray)
       15    0.002    0.000    0.002    0.000 {built-in method marshal.loads}
       21    0.002    0.000    0.013    0.001 /usr/lib/python3.6/http/client.py:194(parse_headers)
      147    0.001    0.000    0.001    0.000 /usr/lib/python3.6/threading.py:215(__init__)
     4492    0.001    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3361(shape)
      984    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      577    0.001    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1695(mask_or)
     2208    0.001    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:669(getdata)
       46    0.001    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3672(_quantile_ureduce_func)
      723    0.001    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3075(view)
     2132    0.001    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1312(_replace_dtype_fields)
     4369    0.001    0.000    0.001    0.000 {built-in method numpy.core.umath.seterrobj}
     4741    0.001    0.000    0.001    0.000 {method 'insert' of 'list' objects}
     4718    0.001    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1586(<listcomp>)
      672    0.001    0.000    0.002    0.000 /usr/lib/python3.6/random.py:223(_randbelow)
      206    0.001    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4185(__imul__)
      147    0.001    0.000    0.001    0.000 {built-in method posix.pipe}
       40    0.001    0.000    0.011    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:91(_var)
       21    0.001    0.000    0.228    0.011 /home/yangyangli/.local/lib/python3.6/site-packages/batman/transitmodel.py:71(__init__)
     6314    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       40    0.001    0.000    0.001    0.000 {built-in method h5py.h5t.py_create}
     6044    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        4    0.001    0.000    0.006    0.002 /home/yangyangli/.local/lib/python3.6/site-packages/astropy/logger.py:166(_showwarning)
      658    0.001    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:642(get_masked_subclass)
     1618    0.001    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1423(getmaskarray)
       21    0.001    0.000    2.643    0.126 /usr/lib/python3.6/http/client.py:290(begin)
     1950    0.001    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2891(__enter__)
     1111    0.001    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:443(_check_fill_value)
      247    0.001    0.000    0.035    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5115(mean)
    49/47    0.001    0.000    0.001    0.000 {built-in method builtins.__build_class__}
       84    0.001    0.000   13.396    0.159 /usr/lib/python3.6/threading.py:263(wait)
     9457    0.001    0.000    0.001    0.000 {built-in method _operator.index}
       42    0.001    0.000    0.007    0.000 /usr/lib/python3.6/email/feedparser.py:218(_parsegen)
      421    0.001    0.000    0.006    0.000 {built-in method builtins.next}
       20    0.001    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:42(create_group)
       21    0.001    0.000    0.002    0.000 /usr/lib/python3.6/email/feedparser.py:471(_parse_headers)
       40    0.001    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:317(__init__)
     1271    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.zeros}
      246    0.001    0.000    0.011    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5474(sort)
      189    0.001    0.000    0.002    0.000 /usr/lib/python3.6/email/message.py:462(get)
      672    0.001    0.000    0.003    0.000 /usr/lib/python3.6/random.py:255(choice)
      694    0.001    0.000    0.001    0.000 {built-in method posix.getpid}
      206    0.001    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/shape_base.py:24(_make_along_axis_idx)
       44    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
      859    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      574    0.001    0.000    0.019    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6568(__call__)
        2    0.001    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:5298(<listcomp>)
     1950    0.001    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2896(__exit__)
       21    0.001    0.000    4.763    0.227 /usr/local/lib/python3.6/dist-packages/kplr/api.py:386(_data_search)
      306    0.001    0.000    3.974    0.013 /usr/lib/python3.6/socket.py:572(readinto)
     2112    0.001    0.000    0.006    0.000 {method 'any' of 'numpy.ndarray' objects}
      276    0.001    0.000    2.769    0.010 {method 'readline' of '_io.BufferedReader' objects}
      492    0.001    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:2575(wrapped_method)
     1950    0.001    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2887(__init__)
       21    0.001    0.000    0.001    0.000 /usr/lib/python3.6/socket.py:218(makefile)
        1    0.001    0.001    0.001    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/io/parsers.py:1685(__init__)
      457    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.copyto}
       84    0.001    0.000    0.005    0.000 /usr/lib/python3.6/tempfile.py:296(__next__)
       21    0.001    0.000    0.250    0.012 /scratch/yyl/noisecorre/KOI_simulation_utils.py:12(batman_planet)
       21    0.001    0.000    0.473    0.023 /usr/lib/python3.6/multiprocessing/context.py:114(Pool)
      237    0.001    0.000    0.097    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:49(_wrapfunc)
      128    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
       21    0.001    0.000    2.628    0.125 /usr/lib/python3.6/http/client.py:257(_read_status)
       42    0.001    0.000    1.206    0.029 {method 'read' of '_io.BufferedReader' objects}
     1566    0.001    0.000    0.006    0.000 {method 'sum' of 'numpy.ndarray' objects}
     8738    0.001    0.000    0.001    0.000 {built-in method numpy.core.umath.geterrobj}
      490    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
  418/416    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
      577    0.001    0.000    0.004    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1556(make_mask)
       21    0.001    0.000    0.030    0.001 /usr/local/lib/python3.6/dist-packages/kplr/api.py:208(<listcomp>)
       41    0.001    0.000    0.184    0.004 transitsim.py:54(check_snr)
      240    0.001    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:883(__call__)
       21    0.001    0.000    0.003    0.000 /usr/lib/python3.6/multiprocessing/pool.py:368(_map_async)
      126    0.001    0.000    1.233    0.010 /usr/lib/python3.6/multiprocessing/util.py:167(__call__)
      304    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       84    0.001    0.000   13.397    0.159 /usr/lib/python3.6/threading.py:533(wait)
      769    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
    188/3    0.001    0.000    0.002    0.001 /usr/lib/python3.6/abc.py:196(__subclasscheck__)
     2132    0.001    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1280(_replace_dtype_fields_recursive)
     1046    0.001    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1656(shape)
      246    0.001    0.000    0.020    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6688(sort)
       63    0.001    0.000    0.020    0.000 /usr/lib/python3.6/threading.py:828(start)
       21    0.001    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/pool.py:663(__init__)
       84    0.001    0.000    0.002    0.000 /usr/lib/python3.6/threading.py:498(__init__)
      206    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.where}
       62    0.001    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:36(_wrapit)
       40    0.001    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:248(__setitem__)
      306    0.001    0.000    0.001    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       84    0.001    0.000    0.016    0.000 /usr/lib/python3.6/multiprocessing/context.py:64(Lock)
       41    0.001    0.000    0.156    0.004 /home/yangyangli/.local/lib/python3.6/site-packages/astropy/stats/sigma_clipping.py:170(__call__)
       21    0.001    0.000    2.646    0.126 /usr/lib/python3.6/http/client.py:1287(getresponse)
     1271    0.001    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1645(make_mask_none)
       21    0.001    0.000    0.001    0.000 /usr/lib/python3.6/socket.py:409(_real_close)
       21    0.001    0.000    0.001    0.000 /usr/lib/python3.6/email/feedparser.py:139(__init__)
      246    0.001    0.000    0.077    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5267(std)
       84    0.001    0.000    0.001    0.000 /usr/lib/python3.6/weakref.py:165(__setitem__)
      115    0.001    0.000    0.001    0.000 {method 'uniform' of 'mtrand.RandomState' objects}
       23    0.001    0.000    0.012    0.001 /scratch/yyl/noisecorre/transit_basic.py:54(__init__)
       84    0.001    0.000    0.004    0.000 /usr/lib/python3.6/tempfile.py:299(<listcomp>)
     1561    0.001    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:433(asarray)
       60    0.001    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/base.py:119(get_lcpl)
       40    0.001    0.000    0.009    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:53(create_dataset)
      619    0.001    0.000    0.001    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       21    0.001    0.000    3.358    0.160 /usr/lib/python3.6/urllib/request.py:1276(do_open)
      105    0.001    0.000    0.002    0.000 /usr/lib/python3.6/multiprocessing/process.py:128(is_alive)
       21    0.001    0.000    0.016    0.001 /usr/local/lib/python3.6/dist-packages/kplr/api.py:439(<listcomp>)
     2112    0.001    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:42(_any)
      168    0.001    0.000    0.001    0.000 /usr/lib/python3.6/email/_policybase.py:293(header_source_parse)
      206    0.001    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3278(__setitem__)
     2132    0.001    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1326(make_mask_descr)
       42    0.001    0.000    0.017    0.000 /usr/lib/python3.6/multiprocessing/queues.py:313(__init__)
       22    0.001    0.000    0.001    0.000 {built-in method builtins.print}
       84    0.001    0.000    0.006    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:115(_make_name)
       21    0.001    0.000   13.384    0.637 /usr/lib/python3.6/multiprocessing/pool.py:261(map)
      105    0.001    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/popen_fork.py:53(terminate)
       21    0.001    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/pool.py:619(__init__)
      203    0.001    0.000    0.007    0.000 {built-in method _warnings.warn}
       21    0.001    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/function_base.py:25(linspace)
      699    0.001    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1818(_check_mask_axis)
       42    0.001    0.000    0.019    0.000 /usr/lib/python3.6/multiprocessing/context.py:109(SimpleQueue)
     2203    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      823    0.000    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3037(<listcomp>)
       40    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/filters.py:73(generate_dcpl)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/reduction.py:38(__init__)
       21    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/batman/transitmodel.py:371(__init__)
      105    0.000    0.000    0.000    0.000 {built-in method posix.kill}
       21    0.000    0.000    0.014    0.001 /usr/lib/python3.6/json/__init__.py:302(loads)
       51    0.000    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:2772(__new__)
      192    0.000    0.000    0.001    0.000 /usr/lib/python3.6/threading.py:1230(current_thread)
      205    0.000    0.000    0.064    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2923(std)
       25    0.000    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/frame.py:2664(__getitem__)
       20    0.000    0.000    0.007    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:230(__init__)
     1566    0.000    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:34(_sum)
       84    0.000    0.000    0.002    0.000 /usr/lib/python3.6/email/message.py:564(get_content_type)
       84    0.000    0.000    0.002    0.000 /usr/lib/python3.6/multiprocessing/util.py:136(register_after_fork)
       21    0.000    0.000    0.021    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/batman/transitmodel.py:215(light_curve)
       21    0.000    0.000    0.002    0.000 /usr/lib/python3.6/http/client.py:227(__init__)
      206    0.000    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/shape_base.py:47(take_along_axis)
      231    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:78(readline)
       42    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
       42    0.000    0.000    0.239    0.006 /usr/lib/python3.6/multiprocessing/process.py:118(join)
       63    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:727(_newname)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:560(__init__)
      412    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
     1145    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      327    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:611(readable)
      673    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3952(_delegate_binop)
       21    0.000    0.000    0.984    0.047 /usr/lib/python3.6/multiprocessing/pool.py:552(_help_stuff_finish)
      659    0.000    0.000    0.002    0.000 {method 'all' of 'numpy.ndarray' objects}
      823    0.000    0.000    0.006    0.000 {built-in method _functools.reduce}
       21    0.000    0.000    0.571    0.027 transitsim.py:32(__init__)
      837    0.000    0.000    0.001    0.000 /usr/lib/python3.6/genericpath.py:117(_splitext)
      126    0.000    0.000    0.001    0.000 /usr/lib/python3.6/http/client.py:1195(putheader)
      354    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      246    0.000    0.000    0.065    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/extras.py:618(median)
      210    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:83(<genexpr>)
      239    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       94    0.000    0.000    0.000    0.000 {built-in method posix.stat}
      186    0.000    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:64(_wrapreduction)
      168    0.000    0.000    0.001    0.000 /usr/lib/python3.6/email/_policybase.py:281(_sanitize_header)
       21    0.000    0.000    3.360    0.160 /usr/lib/python3.6/urllib/request.py:508(open)
       21    0.000    0.000    0.010    0.000 /usr/lib/python3.6/email/parser.py:42(parse)
      837    0.000    0.000    0.001    0.000 /usr/lib/python3.6/posixpath.py:121(splitext)
      420    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/util.py:48(debug)
       21    0.000    0.000    0.002    0.000 /usr/lib/python3.6/multiprocessing/queues.py:339(put)
     1135    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       42    0.000    0.000    0.142    0.003 /usr/lib/python3.6/http/client.py:504(_read_next_chunk_size)
       42    0.000    0.000    1.207    0.029 /usr/lib/python3.6/http/client.py:596(_safe_read)
      251    0.000    0.000    0.010    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4064(__sub__)
       23    0.000    0.000    0.000    0.000 /scratch/yyl/noisecorre/transit_basic.py:32(incl)
       42    0.000    0.000    0.144    0.003 /usr/lib/python3.6/http/client.py:534(_get_chunk_left)
