         4981613 function calls (4908035 primitive calls) in 126.638 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1170    0.042    0.000    0.336    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:721(draw)
      450    0.040    0.000    2.267    0.005 /home/yangyangli/.local/lib/python3.6/site-packages/astropy/stats/sigma_clipping.py:131(_perform_clip)
    20728    0.040    0.000    0.140    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:64(_wrapreduction)
    20274    0.040    0.000    0.061    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1468(normalize_axis_tuple)
     1800    0.039    0.000    0.429    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:694(draw)
     3510    0.038    0.000    0.255    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:280(_get_layout)
       75    0.037    0.000   77.282    1.030 transitsim.py:55(check_snr)
    10137    0.036    0.000    0.125    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1524(moveaxis)
    12257    0.035    0.000    0.035    0.000 {method 'getint' of '_tkinter.tkapp' objects}
    45735    0.035    0.000    0.035    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:83(__init__)
     1260    0.032    0.000    0.051    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1695(mask_or)
    19530    0.031    0.000    0.047    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1981(_setattr_cm)
      225    0.031    0.000    0.985    0.004 /usr/lib/python3.6/multiprocessing/popen_fork.py:63(_launch)
     9087    0.031    0.000    0.076    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:58(_mean)
       45    0.031    0.001    0.031    0.001 /usr/lib/python3.6/json/decoder.py:345(raw_decode)
    30456    0.030    0.000    0.053    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1725(__init__)
     1215    0.029    0.000    1.439    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/axis.py:72(__init__)
   169200    0.028    0.000    0.028    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:728(get_animated)
     1458    0.027    0.000    0.027    0.000 {built-in method numpy.core.multiarray.copyto}
    13648    0.027    0.000    0.032    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:161(set_children)
     3915    0.027    0.000    0.090    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:572(__init__)
    10522    0.026    0.000    0.042    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:618(__hash__)
       45    0.026    0.001    0.027    0.001 {built-in method _socket.getaddrinfo}
7848/5544    0.026    0.000    0.090    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2457(get_affine)
      929    0.026    0.000    0.093    0.000 /usr/lib/python3.6/tkinter/__init__.py:1385(_substitute)
     3107    0.024    0.000    0.063    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:193(_update_values)
    11115    0.024    0.000    0.028    0.000 /usr/lib/python3.6/contextlib.py:59(__init__)
    19710    0.024    0.000    0.088    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:61(_stale_axes_callback)
    27511    0.023    0.000    0.023    0.000 {built-in method builtins.hasattr}
       45    0.023    0.001    1.112    0.025 /usr/lib/python3.6/multiprocessing/pool.py:225(_repopulate_pool)
     6137    0.023    0.000    0.064    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:757(__init__)
    18300    0.022    0.000    0.062    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1870(__init__)
    12461    0.022    0.000    0.043    0.000 /usr/lib/python3.6/abc.py:180(__instancecheck__)
  5760/90    0.022    0.000    3.469    0.039 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:42(draw_wrapper)
     5490    0.021    0.000    0.223    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/markers.py:294(set_marker)
     1170    0.020    0.000    0.023    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      360    0.020    0.000    0.427    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:1923(_raw_ticks)
     2745    0.020    0.000    0.133    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:131(__init__)
85450/84957    0.020    0.000    0.024    0.000 {built-in method builtins.issubclass}
      225    0.020    0.000    0.030    0.000 /usr/lib/python3.6/multiprocessing/process.py:71(__init__)
      450    0.019    0.000    0.019    0.000 {built-in method numpy.core.multiarray.where}
    27135    0.019    0.000    0.025    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:310(pchanged)
    68445    0.019    0.000    0.019    0.000 {built-in method builtins.setattr}
      225    0.019    0.000    1.052    0.005 /usr/lib/python3.6/multiprocessing/process.py:95(start)
    19908    0.019    0.000    0.052    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numerictypes.py:687(issubdtype)
     9729    0.019    0.000    2.347    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3199(_ureduce)
      270    0.019    0.000    0.020    0.000 /usr/lib/python3.6/multiprocessing/util.py:151(__init__)
     1727    0.019    0.000    0.035    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1965(rotate)
123763/123682    0.018    0.000    0.018    0.000 {built-in method builtins.len}
      450    0.018    0.000    0.019    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3278(__setitem__)
      900    0.018    0.000    0.056    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1153(__call__)
    75086    0.018    0.000    0.018    0.000 {method 'pop' of 'dict' objects}
    11170    0.018    0.000    0.042    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2491(seterr)
     6667    0.018    0.000    0.036    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2354(__init__)
    23942    0.017    0.000    0.080    0.000 {built-in method builtins.next}
    39816    0.017    0.000    0.031    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numerictypes.py:619(issubclass_)
    37115    0.017    0.000    0.118    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:433(asarray)
     2340    0.017    0.000    0.034    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:697(translated)
      270    0.017    0.000    0.021    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/linalg/linalg.py:468(inv)
    10197    0.017    0.000    0.017    0.000 {method 'reshape' of 'numpy.ndarray' objects}
    21288    0.016    0.000    0.016    0.000 /usr/lib/python3.6/_weakrefset.py:70(__contains__)
    10170    0.016    0.000    0.074    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/colors.py:134(to_rgba)
     2340    0.016    0.000    0.357    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:892(get_window_extent)
     1170    0.016    0.000    0.278    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:167(draw_text)
      360    0.016    0.000    1.272    0.004 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/axis.py:1015(_update_ticks)
     1935    0.016    0.000    0.029    0.000 /usr/lib/python3.6/tkinter/__init__.py:1354(_register)
      450    0.015    0.000    0.036    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4185(__imul__)
    71786    0.015    0.000    0.015    0.000 {method 'update' of 'dict' objects}
    83408    0.015    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:197(axes)
    49707    0.015    0.000    0.038    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:504(asanyarray)
      697    0.015    0.000    0.030    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:530(__init__)
    11170    0.014    0.000    0.016    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2592(geterr)
     1142    0.014    0.000    0.158    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/patches.py:679(_update_patch_transform)
    10980    0.014    0.000    0.168    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/markers.py:247(_recache)
    14053    0.014    0.000    0.015    0.000 {built-in method builtins.sorted}
     2565    0.014    0.000    0.034    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/shape_base.py:555(column_stack)
    78514    0.014    0.000    0.014    0.000 {method 'items' of 'dict' objects}
    11115    0.014    0.000    0.035    0.000 /usr/lib/python3.6/contextlib.py:85(__exit__)
     2385    0.014    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:179(_broadcast_shape)
     1440    0.014    0.000    0.056    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:1889(_staircase)
      180    0.013    0.000    0.581    0.003 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/collections.py:254(draw)
     2070    0.013    0.000    0.074    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4382(count)
     4905    0.013    0.000    0.133    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2027(scale)
     5184    0.013    0.000    0.128    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1407(transform)
    10219    0.013    0.000    0.041    0.000 /usr/lib/python3.6/tkinter/__init__.py:1391(getint_event)
     2340    0.013    0.000    0.061    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:1159(findfont)
      720    0.013    0.000    0.042    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:1870(_validate_steps)
5040/4860    0.013    0.000    0.024    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/spines.py:436(get_spine_transform)
     7479    0.013    0.000    0.013    0.000 {built-in method matplotlib._path.affine_transform}
     2655    0.013    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:739(set_weight)
      225    0.013    0.000    1.023    0.005 /usr/lib/python3.6/multiprocessing/context.py:274(_Popen)
     3645    0.012    0.000    0.032    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:1044(set_linestyle)
      540    0.012    0.000    1.860    0.003 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/extras.py:700(_median)
     2880    0.012    0.000    0.028    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:159(_fast_from_codes_and_verts)
     3060    0.012    0.000    0.039    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/backend_bases.py:733(__init__)
     5004    0.012    0.000    0.152    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1500(transform_point)
      540    0.012    0.000    0.288    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/patches.py:484(draw)
      180    0.012    0.000    0.030    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:51(__init__)
     4500    0.012    0.000    0.029    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/shape_base.py:11(atleast_1d)
     1980    0.012    0.000    0.137    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3019(__array_wrap__)
     8100    0.012    0.000    0.025    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:627(set_figure)
     7290    0.012    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:1019(_split_drawstyle_linestyle)
     9411    0.012    0.000    0.196    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:123(invalidate)
     1727    0.012    0.000    0.046    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1981(rotate_deg)
     3060    0.012    0.000    0.012    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:769(pprint_val)
     6323    0.012    0.000    0.051    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2536(composite_transform_factory)
     4005    0.011    0.000    0.078    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:180(update)
     8833    0.011    0.000    0.100    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1933(any)
    10630    0.011    0.000    0.011    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
    10172    0.011    0.000    0.045    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1357(_to_unmasked_float_array)
     1170    0.011    0.000    0.027    0.000 /usr/lib/python3.6/tkinter/__init__.py:1312(_options)
      990    0.011    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2861(nonsingular)
     1080    0.011    0.000    0.020    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:845(__call__)
    10170    0.011    0.000    0.040    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/colors.py:100(_is_nth_color)
     9087    0.011    0.000    0.087    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2817(mean)
     3107    0.011    0.000    0.088    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:96(__init__)
     3510    0.011    0.000    0.047    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:863(get_prop_tup)
      360    0.011    0.000    0.036    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:734(_set_format)
     2925    0.011    0.000    0.016    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:985(update_from)
     7299    0.011    0.000    0.027    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1826(transform_affine)
      315    0.011    0.000    1.222    0.004 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/backends/_backend_tk.py:637(_Button)
16569/9864    0.010    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2417(_get_is_affine)
     2385    0.010    0.000    0.036    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:198(broadcast_arrays)
     4516    0.010    0.000    0.010    0.000 {method 'astype' of 'numpy.ndarray' objects}
6840/6390    0.010    0.000    0.015    0.000 {method 'view' of 'numpy.generic' objects}
    24840    0.010    0.000    0.010    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3345(dtype)
21862/13680    0.010    0.000    0.040    0.000 {built-in method builtins.hash}
     1440    0.010    0.000    0.114    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:1897(set_params)
      720    0.010    0.000    0.011    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:1079(diff)
     2655    0.010    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:775(set_size)
    93956    0.010    0.000    0.010    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:203(vertices)
      616    0.009    0.000    0.009    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
    87476    0.009    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:236(simplify_threshold)
     4450    0.009    0.000    0.051    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1798(frozen)
     1512    0.009    0.000    0.009    0.000 {method 'round' of 'numpy.ndarray' objects}
     9994    0.009    0.000    0.027    0.000 /usr/lib/python3.6/re.py:169(match)
     5850    0.009    0.000    0.020    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:849(get_unitless_position)
    40548    0.009    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1515(<genexpr>)
     5331    0.009    0.000    0.262    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:49(_wrapfunc)
    10110    0.009    0.000    0.010    0.000 /usr/lib/python3.6/re.py:286(_compile)
      540    0.009    0.000    1.668    0.003 /usr/lib/python3.6/tkinter/__init__.py:2283(__init__)
    14040    0.009    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:1188(<genexpr>)
    90356    0.009    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:255(should_simplify)
1142/1097    0.008    0.000    0.029    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1056(get_points)
     3825    0.008    0.000    0.031    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:889(_update_property)
      360    0.008    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:662(_compute_offset)
  962/917    0.008    0.000    0.026    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:422(bounds)
     2340    0.008    0.000    0.008    0.000 {method 'round' of 'numpy.generic' objects}
     9087    0.008    0.000    0.108    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:601(partition)
    89456    0.008    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:217(codes)
    38025    0.008    0.000    0.008    0.000 {method 'lower' of 'str' objects}
      270    0.008    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/collections.py:855(set_sizes)
    37705    0.008    0.000    0.008    0.000 {method 'append' of 'list' objects}
     1530    0.008    0.000    0.045    0.000 /usr/lib/python3.6/tkinter/__init__.py:1192(_bind)
     8235    0.008    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:58(_scale_dashes)
    11730    0.008    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3560(_get_data)
      630    0.008    0.000    0.063    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/axis.py:342(_apply_params)
       90    0.008    0.000    0.062    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:91(_var)
     2025    0.008    0.000    0.008    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
     3150    0.008    0.000    0.052    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:1008(set)
      450    0.008    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/cycler.py:349(by_key)
       45    0.008    0.000    1.222    0.027 /usr/lib/python3.6/multiprocessing/pool.py:153(__init__)
     1755    0.008    0.000    0.060    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:1229(update_from)
    12465    0.008    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/__init__.py:1399(is_interactive)
     5490    0.008    0.000    0.241    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/markers.py:223(__init__)
     9087    0.008    0.000    0.470    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3254(median)
     1792    0.008    0.000    0.021    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:204(process)
     1170    0.008    0.000    0.783    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/axis.py:289(draw)
     9177    0.007    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:48(_count_reduce_items)
    25286    0.007    0.000    0.007    0.000 {method 'get' of 'dict' objects}
     5085    0.007    0.000    0.007    0.000 {built-in method numpy.core.multiarray.zeros}
     1710    0.007    0.000    0.012    0.000 /usr/lib/python3.6/tkinter/__init__.py:93(_cnfmerge)
      974    0.007    0.000    0.011    0.000 /usr/lib/python3.6/tkinter/__init__.py:1337(nametowidget)
    12330    0.007    0.000    0.021    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/pyplot.py:557(_auto_draw_if_interactive)
      540    0.007    0.000    0.008    0.000 /usr/lib/python3.6/tkinter/__init__.py:2250(_setup)
     3420    0.007    0.000    1.106    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/axis.py:963(iter_ticks)
    12330    0.007    0.000    0.041    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/figure.py:55(_stale_figure_callback)
    11495    0.007    0.000    0.007    0.000 {built-in method __new__ of type object at 0x9ec020}
     9765    0.007    0.000    0.010    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1986(<listcomp>)
      450    0.007    0.000    0.177    0.000 /usr/lib/python3.6/tkinter/__init__.py:3481(__init__)
     1755    0.007    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:52(get_rotation)
     6930    0.007    0.000    0.020    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:325(set_transform)
      242    0.007    0.000    0.008    0.000 {built-in method matplotlib._path.point_in_path}
     2284    0.007    0.000    0.034    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2013(translate)
     3645    0.007    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:1002(set_linewidth)
    11115    0.007    0.000    0.051    0.000 /usr/lib/python3.6/contextlib.py:79(__enter__)
      720    0.007    0.000    0.171    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/scale.py:63(set_default_locators_and_formatters)
     2700    0.007    0.000    0.088    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3659(filled)
    38381    0.007    0.000    0.007    0.000 {method 'startswith' of 'str' objects}
      630    0.007    0.000    0.007    0.000 {built-in method posix.close}
     5940    0.007    0.000    0.011    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:1190(set_xdata)
