         39076 function calls (38026 primitive calls) in 3.394 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      204    0.000    0.000    0.019    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3199(_ureduce)
        1    0.000    0.000    0.018    0.018 /usr/lib/python3.6/multiprocessing/pool.py:225(_repopulate_pool)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:79(make_fid)
       17    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:530(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/util.py:151(__init__)
        5    0.000    0.000    0.017    0.003 /usr/lib/python3.6/multiprocessing/process.py:95(start)
      973    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.array}
     1181    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      408    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numerictypes.py:687(issubdtype)
      557    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
     1178    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      816    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numerictypes.py:619(issubclass_)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:71(__init__)
       85    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:51(__init__)
     1176    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      202    0.000    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2817(mean)
2176/2095    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        5    0.000    0.000    0.017    0.003 /usr/lib/python3.6/multiprocessing/context.py:274(_Popen)
      601    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1835(_get_dtype_type)
      322    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/common.py:811(is_integer_dtype)
        4    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/missing.py:189(_isna_ndarraylike)
       29    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:830(get_data)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:278(close)
      202    0.000    0.000    0.011    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:601(partition)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1233(find_spec)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:53(make_new_dset)
      202    0.000    0.000    0.019    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3254(median)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:250(_optimize_charset)
      848    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1515(<genexpr>)
      203    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:48(_count_reduce_items)
      817    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:504(asanyarray)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/request.py:446(add_handler)
        2    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/compat/__init__.py:124(lrange)
        1    0.000    0.000    0.023    0.023 /usr/lib/python3.6/multiprocessing/pool.py:153(__init__)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:870(_find_spec)
      213    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       10    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.103    0.103 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/io/parsers.py:414(_read)
       23    0.000    0.000    0.016    0.001 /usr/lib/python3.6/multiprocessing/popen_fork.py:24(poll)
       88    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/series.py:4019(_sanitize_array)
        5    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/cast.py:1207(construct_1d_object_array_from_listlike)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:757(__init__)
      556    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/generic.py:7(_check)
        3    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        5    0.000    0.000    0.016    0.003 /usr/lib/python3.6/multiprocessing/popen_fork.py:16(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.057    0.057 /usr/lib/python3.6/multiprocessing/pool.py:561(_terminate_pool)
     14/8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:470(_parse)
      215    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       72    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
      9/6    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/indexes/base.py:255(__new__)
      305    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/base.py:61(is_dtype)
        8    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
        1    0.000    0.000    0.001    0.001 transitsim.py:151(save_to_hdf)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/util.py:395(_flush_std_streams)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
     23/9    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap>:966(_find_and_load)
      424    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
       17    0.000    0.000    0.256    0.015 /usr/lib/python3.6/socket.py:572(readinto)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'choice' of 'mtrand.RandomState' objects}
       14    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:743(get_code)
  136/134    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
        8    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:3363(_rebuild_blknos_and_blklocs)
       82    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:81(add)
      179    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.003    0.003 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:4880(form_blocks)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
     23/9    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap>:936(_find_and_load_unlocked)
        1    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:91(_var)
     28/7    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:64(_compile)
      122    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        6    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:42(make_fapl)
      239    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:70(__contains__)
      835    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method h5py.h5t.py_create}
       93    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:3148(get_block_type)
   102/30    0.000    0.000    0.001    0.000 /usr/lib/python3.6/typing.py:1145(__subclasscheck__)
        1    0.000    0.000    0.292    0.292 /usr/local/lib/python3.6/dist-packages/kplr/api.py:155(mast_request)
     10/1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/py/_vendored_packages/apipkg.py:92(__init__)
       17    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:721(__init__)
    11/10    0.000    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/series.py:166(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/tempfile.py:285(rng)
        2    0.000    0.000    0.001    0.000 {pandas._libs.lib.clean_index_list}
      119    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:58(__iter__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
      122    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
     14/8    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap>:651(_load_unlocked)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.putmask}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/http/client.py:194(parse_headers)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:215(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
      417    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:52(_cleanup)
        2    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3672(_quantile_ureduce_func)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.6/random.py:223(_randbelow)
      222    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/common.py:513(is_categorical_dtype)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:218(_parsegen)
      202    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6185(isMaskedArray)
       61    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:801(__and__)
        7    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.192    0.192 /usr/lib/python3.6/http/client.py:257(_read_status)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:317(__init__)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1117(_get_spec)
      213    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:462(get)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1749(parse_known_args)
      280    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/frame.py:7644(_homogenize)
      162    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1527(is_float_dtype)
        4    0.000    0.000    2.867    0.717 /usr/lib/python3.6/threading.py:263(wait)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/pool.py:150(Process)
        1    0.000    0.000    0.292    0.292 /usr/local/lib/python3.6/dist-packages/kplr/api.py:386(_data_search)
       88    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/series.py:4036(_try_cast)
        1    0.000    0.000    0.004    0.004 transitsim.py:20(reframe)
      164    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      212    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1586(<listcomp>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f18556ee0d0}
       17    0.000    0.000    0.001    0.000 /usr/lib/python3.6/re.py:286(_compile)
       17    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/cast.py:971(maybe_cast_to_datetime)
       28    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1688(is_extension_array_dtype)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.6/random.py:255(choice)
      121    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       20    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:116(__init__)
    47/26    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:173(getwidth)
        6    0.000    0.000    0.057    0.009 /usr/lib/python3.6/multiprocessing/util.py:167(__call__)
      425    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       29    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/generic.py:4378(__setattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/multiprocessing/synchronize.py:11(<module>)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.024    0.024 /usr/lib/python3.6/multiprocessing/context.py:114(Pool)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/stringprep.py:6(<module>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:248(__setitem__)
      148    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:515(__new__)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.6/threading.py:828(start)
     14/8    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:672(exec_module)
        1    0.000    0.000    0.193    0.193 /usr/lib/python3.6/http/client.py:290(begin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:42(create_group)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
        3    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       13    0.000    0.000    0.199    0.015 {method 'readline' of '_io.BufferedReader' objects}
       87    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/indexes/base.py:2067(__getitem__)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
    38/20    0.000    0.000    0.000    0.000 /usr/lib/python3.6/typing.py:1164(__setattr__)
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
      359    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      501    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      164    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.002    0.000 /usr/lib/python3.6/multiprocessing/context.py:64(Lock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/queues.py:10(<module>)
      148    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:265(__call__)
        2    0.000    0.000    0.058    0.029 {method 'read' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.016    0.005 /usr/lib/python3.6/multiprocessing/process.py:118(join)
       67    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:664(__getitem__)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       20    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:3191(make_block)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:218(makefile)
      118    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:433(asarray)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.6/multiprocessing/queues.py:313(__init__)
       73    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:20(__enter__)
      129    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       34    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        6    0.000    0.000    0.007    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/frame.py:334(__init__)
       36    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/indexes/base.py:4914(_ensure_index)
        1    0.000    0.000    0.001    0.001 /scratch/yyl/noisecorre/transit_basic.py:54(__init__)
       20    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:237(mgr_locs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:139(__init__)
        7    0.000    0.000    0.006    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:49(_wrapfunc)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:53(create_dataset)
        5    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:3500(apply)
        1    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/indexing.py:1225(_convert_to_indexer)
      110    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:163(__getitem__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:75(join)
       73    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:26(__exit__)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
       19    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      104    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       96    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/indexes/range.py:481(__len__)
    17/16    0.000    0.000    0.000    0.000 /usr/lib/python3.6/typing.py:875(__extrahook__)
        5    0.000    0.000    0.000    0.000 {method 'uniform' of 'mtrand.RandomState' objects}
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/io/parsers.py:1386(_maybe_dedup_names)
        4    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/algorithms.py:1548(take_nd)
     13/7    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:407(_parse_sub)
       57    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:36(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       83    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:5020(_asarray_compat)
        8    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:3265(__init__)
        2    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/generic.py:2783(_take)
        1    0.000    0.000    0.193    0.193 /usr/lib/python3.6/http/client.py:1287(getresponse)
        4    0.000    0.000    2.867    0.717 /usr/lib/python3.6/threading.py:533(wait)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/base.py:119(get_lcpl)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/weakref.py:165(__setitem__)
        1    0.000    0.000    0.034    0.034 transitsim.py:32(__init__)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
      119    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:128(is_alive)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.100    0.100 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/io/parsers.py:1029(read)
        5    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/frame.py:2664(__getitem__)
       10    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/common.py:301(_asarray_tuplesafe)
       87    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/cast.py:853(maybe_castable)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:482(_compile_info)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
      108    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      146    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:83(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/indexing.py:2441(maybe_convert_indices)
       17    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/generic.py:124(__init__)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
       11    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/series.py:365(_set_axis)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:498(__init__)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.6/dist-packages/kplr/api.py:208(<listcomp>)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
        5    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
     15/8    0.000    0.000    0.003    0.000 {built-in method builtins.__import__}
        1    0.000    0.000    0.103    0.103 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/io/parsers.py:542(parser_f)
        2    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:4518(take)
     10/9    0.000    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/dtypes/missing.py:112(_isna_new)
        1    0.000    0.000    0.224    0.224 /usr/lib/python3.6/urllib/request.py:1276(do_open)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1235(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1316(add_argument)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/gettext.py:466(find)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:844(parse)
        1    0.000    0.000    2.867    2.867 /usr/lib/python3.6/multiprocessing/pool.py:261(map)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/popen_fork.py:53(terminate)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
       60    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       12    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/indexes/base.py:473(_simple_new)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_policybase.py:293(header_source_parse)
        1    0.000    0.000    0.000    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/function_base.py:25(linspace)
       75    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:232(__next)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:27(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/filters.py:73(generate_dcpl)
