         2187925 function calls (2154487 primitive calls) in 78.131 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    81867    0.049    0.000    0.049    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/__init__.py:870(__getitem__)
73898/59826    0.048    0.000    0.087    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:225(stale)
       27    0.039    0.001    0.039    0.001 /scratch/yyl/noisecorre/keputils.py:135(phase_fold_time)
     1602    0.037    0.000    0.281    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:277(__init__)
     8448    0.032    0.000    0.032    0.000 {method 'copy' of 'numpy.ndarray' objects}
     5525    0.030    0.000    0.117    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/utils.py:1119(_median_nancheck)
     5405    0.030    0.000    0.272    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3342(_median)
     1996    0.030    0.000    0.030    0.000 {built-in method numpy.core.multiarray.concatenate}
104950/104328    0.030    0.000    0.052    0.000 {built-in method builtins.isinstance}
       34    0.030    0.001   78.013    2.295 transitsim.py:89(simulate_one)
      395    0.029    0.000    0.036    0.000 /usr/local/lib/python3.6/dist-packages/kplr/mast.py:42(__call__)
    69374    0.027    0.000    0.030    0.000 {built-in method builtins.getattr}
     3584    0.027    0.000    0.039    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:82(__init__)
      360    0.026    0.000    0.037    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3158(__getitem__)
     8214    0.025    0.000    0.025    0.000 {built-in method numpy.core.multiarray.dot}
    11730    0.025    0.000    0.037    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1468(normalize_axis_tuple)
       27    0.024    0.001    0.024    0.001 {built-in method batman._quadratic_ld._quadratic_ld}
       20    0.023    0.001    0.023    0.001 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     6211    0.023    0.000    0.023    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      512    0.022    0.000    0.022    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
     1046    0.021    0.000    0.095    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:637(recache)
       20    0.021    0.001    0.023    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:81(__init__)
     5865    0.021    0.000    0.072    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1524(moveaxis)
       20    0.021    0.001    0.021    0.001 {built-in method gc.collect}
     4310    0.021    0.000    0.149    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:885(update)
     6632    0.020    0.000    0.020    0.000 {method 'getint' of '_tkinter.tkapp' objects}
      135    0.020    0.000    0.582    0.004 /usr/lib/python3.6/multiprocessing/popen_fork.py:63(_launch)
     9268    0.018    0.000    0.062    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:64(_wrapreduction)
     5405    0.018    0.000    0.045    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:58(_mean)
      512    0.018    0.000    0.149    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:721(draw)
      792    0.018    0.000    0.185    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:694(draw)
       27    0.017    0.001    0.017    0.001 /usr/lib/python3.6/json/decoder.py:345(raw_decode)
     1536    0.017    0.000    0.112    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:280(_get_layout)
     3600    0.016    0.000    0.028    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:2902(_update_from)
      220    0.016    0.000    0.032    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1006(__call__)
    21408    0.016    0.000    0.016    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:83(__init__)
       27    0.016    0.001    0.017    0.001 {built-in method _socket.getaddrinfo}
       37    0.015    0.000   43.378    1.172 transitsim.py:55(check_snr)
      504    0.015    0.000    0.054    0.000 /usr/lib/python3.6/tkinter/__init__.py:1385(_substitute)
      100    0.015    0.000    0.923    0.009 /home/yangyangli/.local/lib/python3.6/site-packages/astropy/stats/sigma_clipping.py:131(_perform_clip)
      135    0.014    0.000    0.626    0.005 /usr/lib/python3.6/multiprocessing/process.py:95(start)
    14310    0.014    0.000    0.024    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1725(__init__)
     6562    0.014    0.000    0.016    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:161(set_children)
      280    0.014    0.000    0.020    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1695(mask_or)
     8620    0.013    0.000    0.020    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1981(_setattr_cm)
     2200    0.013    0.000    0.043    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:2928(__array_finalize__)
       27    0.013    0.000    0.661    0.024 /usr/lib/python3.6/multiprocessing/pool.py:225(_repopulate_pool)
      534    0.012    0.000    0.586    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/axis.py:72(__init__)
3540/2478    0.012    0.000    0.040    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2457(get_affine)
     4600    0.012    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:618(__hash__)
    74378    0.012    0.000    0.012    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:728(get_animated)
      135    0.012    0.000    0.018    0.000 /usr/lib/python3.6/multiprocessing/process.py:71(__init__)
     1716    0.012    0.000    0.039    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:572(__init__)
    13521    0.011    0.000    0.011    0.000 {built-in method builtins.hasattr}
     2798    0.011    0.000    0.031    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:757(__init__)
47808/47315    0.011    0.000    0.015    0.000 {built-in method builtins.issubclass}
     8684    0.011    0.000    0.029    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1870(__init__)
    11286    0.011    0.000    0.030    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numerictypes.py:687(issubdtype)
     8676    0.011    0.000    0.040    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:61(_stale_axes_callback)
      162    0.011    0.000    0.012    0.000 /usr/lib/python3.6/multiprocessing/util.py:151(__init__)
      520    0.011    0.000    0.011    0.000 {built-in method numpy.core.multiarray.copyto}
     5593    0.011    0.000    1.081    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3199(_ureduce)
    36101    0.011    0.000    0.011    0.000 {built-in method builtins.setattr}
     5580    0.010    0.000    0.022    0.000 /usr/lib/python3.6/abc.py:180(__instancecheck__)
    22572    0.010    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numerictypes.py:619(issubclass_)
     1368    0.010    0.000    0.027    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:193(_update_values)
    38056    0.010    0.000    0.010    0.000 {method 'pop' of 'dict' objects}
  2536/40    0.010    0.000    1.459    0.036 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:42(draw_wrapper)
64203/64122    0.009    0.000    0.009    0.000 {built-in method builtins.len}
     2404    0.009    0.000    0.072    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/markers.py:294(set_marker)
      854    0.009    0.000    0.017    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1965(rotate)
      160    0.009    0.000    0.188    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:1923(_raw_ticks)
     1208    0.009    0.000    0.120    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:131(__init__)
      395    0.008    0.000    0.017    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:530(__init__)
      512    0.008    0.000    0.009    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
    27443    0.008    0.000    0.020    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:504(asanyarray)
      120    0.008    0.000    0.010    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/linalg/linalg.py:468(inv)
      135    0.008    0.000    0.606    0.004 /usr/lib/python3.6/multiprocessing/context.py:274(_Popen)
      598    0.008    0.000    0.089    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/patches.py:679(_update_patch_transform)
     3208    0.008    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2354(__init__)
      100    0.008    0.000    0.008    0.000 {built-in method numpy.core.multiarray.where}
    11928    0.008    0.000    0.010    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:310(pchanged)
    10706    0.008    0.000    0.036    0.000 {built-in method builtins.next}
     1024    0.008    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:697(translated)
    15941    0.008    0.000    0.053    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:433(asarray)
     9846    0.008    0.000    0.008    0.000 /usr/lib/python3.6/_weakrefset.py:70(__contains__)
      100    0.007    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3278(__setitem__)
     5544    0.007    0.000    0.023    0.000 /usr/lib/python3.6/tkinter/__init__.py:1391(getint_event)
     4333    0.007    0.000    0.007    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     5405    0.007    0.000    0.053    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2817(mean)
     1024    0.007    0.000    0.159    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:892(get_window_extent)
      108    0.007    0.000    0.018    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:51(__init__)
     7606    0.007    0.000    0.008    0.000 {built-in method builtins.sorted}
      512    0.007    0.000    0.118    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:167(draw_text)
      160    0.007    0.000    0.549    0.003 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/axis.py:1015(_update_ticks)
     4472    0.007    0.000    0.033    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/colors.py:134(to_rgba)
    37070    0.007    0.000    0.007    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:197(axes)
      860    0.007    0.000    0.012    0.000 /usr/lib/python3.6/tkinter/__init__.py:1354(_register)
      854    0.007    0.000    0.024    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1981(rotate_deg)
     4808    0.006    0.000    0.047    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/markers.py:247(_recache)
     2318    0.006    0.000    0.060    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1407(transform)
     3160    0.006    0.000    0.027    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2536(composite_transform_factory)
     1126    0.006    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/shape_base.py:555(column_stack)
    35082    0.006    0.000    0.006    0.000 {method 'items' of 'dict' objects}
      198    0.006    0.000    0.007    0.000 {built-in method matplotlib._path.point_in_path}
     4902    0.006    0.000    0.015    0.000 /usr/lib/python3.6/contextlib.py:85(__exit__)
       80    0.006    0.000    0.205    0.003 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/collections.py:254(draw)
     2238    0.006    0.000    0.072    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1500(transform_point)
     4418    0.006    0.000    0.106    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:123(invalidate)
      640    0.006    0.000    0.025    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:1889(_staircase)
     2870    0.006    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2491(seterr)
     1024    0.006    0.000    0.029    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:1159(findfont)
     2148    0.006    0.000    0.032    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2027(scale)
     1046    0.006    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:179(_broadcast_shape)
     3330    0.006    0.000    0.006    0.000 {built-in method matplotlib._path.affine_transform}
      100    0.006    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4185(__imul__)
      320    0.006    0.000    0.019    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:1870(_validate_steps)
     1168    0.006    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:739(set_weight)
     1264    0.005    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:159(_fast_from_codes_and_verts)
     1344    0.005    0.000    0.017    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/backend_bases.py:733(__init__)
     2414    0.005    0.000    0.031    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1798(frozen)
     5405    0.005    0.000    0.063    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:601(partition)
     4468    0.005    0.000    0.020    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1357(_to_unmasked_float_array)
2216/2136    0.005    0.000    0.010    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/spines.py:436(get_spine_transform)
     1602    0.005    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:1044(set_linestyle)
     2000    0.005    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/shape_base.py:11(atleast_1d)
     3893    0.005    0.000    0.044    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1933(any)
    23460    0.005    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1515(<genexpr>)
     3204    0.005    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:1019(_split_drawstyle_linestyle)
      240    0.005    0.000    0.122    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/patches.py:484(draw)
     4902    0.005    0.000    0.080    0.000 /usr/lib/python3.6/contextlib.py:157(helper)
      200    0.005    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1153(__call__)
    17793    0.005    0.000    0.005    0.000 {method 'update' of 'dict' objects}
     4780    0.005    0.000    0.005    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
7322/4382    0.005    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2417(_get_is_affine)
     1368    0.005    0.000    0.038    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:96(__init__)
     1336    0.005    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:769(pprint_val)
     3564    0.005    0.000    0.011    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:627(set_figure)
     4472    0.005    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/colors.py:100(_is_nth_color)
     1536    0.005    0.000    0.021    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:863(get_prop_tup)
     3250    0.005    0.000    0.012    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1826(transform_affine)
     2870    0.005    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2592(geterr)
     5405    0.005    0.000    0.290    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3254(median)
      520    0.005    0.000    0.011    0.000 /usr/lib/python3.6/tkinter/__init__.py:1312(_options)
  518/498    0.005    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:422(bounds)
      460    0.005    0.000    0.029    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4382(count)
     1768    0.005    0.000    0.096    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:180(update)
      160    0.005    0.000    0.016    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:734(_set_format)
      440    0.005    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2861(nonsingular)
     1046    0.005    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:198(broadcast_arrays)
     1270    0.005    0.000    0.007    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:985(update_from)
     5425    0.004    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:48(_count_reduce_items)
       27    0.004    0.000    0.727    0.027 /usr/lib/python3.6/multiprocessing/pool.py:153(__init__)
     1168    0.004    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:775(set_size)
      640    0.004    0.000    0.050    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:1897(set_params)
      198    0.004    0.000    0.109    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/backend_bases.py:1363(__init__)
      320    0.004    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:1079(diff)
9579/6003    0.004    0.000    0.018    0.000 {built-in method builtins.hash}
      140    0.004    0.000    0.392    0.003 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/backends/_backend_tk.py:637(_Button)
      211    0.004    0.000    0.004    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
      258    0.004    0.000    0.004    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
    18614    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
      892    0.004    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:204(process)
     4478    0.004    0.000    0.005    0.000 /usr/lib/python3.6/re.py:286(_compile)
     2560    0.004    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:849(get_unitless_position)
      680    0.004    0.000    0.004    0.000 {method 'round' of 'numpy.ndarray' objects}
      524    0.004    0.000    0.006    0.000 /usr/lib/python3.6/tkinter/__init__.py:1337(nametowidget)
     2395    0.004    0.000    0.144    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:49(_wrapfunc)
     1645    0.004    0.000    0.004    0.000 {method 'astype' of 'numpy.ndarray' objects}
  544/244    0.004    0.000    6.918    0.028 /usr/lib/python3.6/tkinter/__init__.py:1697(__call__)
      440    0.004    0.000    0.048    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3019(__array_wrap__)
      270    0.004    0.000    0.004    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     4396    0.004    0.000    0.012    0.000 /usr/lib/python3.6/re.py:169(match)
    32322    0.004    0.000    0.004    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:203(vertices)
      240    0.004    0.000    0.428    0.002 /usr/lib/python3.6/tkinter/__init__.py:2283(__init__)
    20686    0.004    0.000    0.004    0.000 {method 'lower' of 'str' objects}
      160    0.004    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:662(_compute_offset)
     1196    0.004    0.000    0.019    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2013(translate)
    13001    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
     6144    0.004    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/font_manager.py:1188(<genexpr>)
      120    0.004    0.000    0.782    0.007 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/extras.py:700(_median)
      135    0.004    0.000    0.593    0.004 /usr/lib/python3.6/multiprocessing/popen_fork.py:16(__init__)
      280    0.004    0.000    0.028    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/axis.py:342(_apply_params)
      378    0.004    0.000    0.004    0.000 {built-in method posix.close}
     1400    0.004    0.000    0.023    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:1008(set)
     1024    0.004    0.000    0.004    0.000 {method 'round' of 'numpy.generic' objects}
  597/577    0.004    0.000    0.012    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1056(get_points)
      200    0.004    0.000    0.007    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/cycler.py:349(by_key)
     1682    0.004    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:889(_update_property)
      120    0.003    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/collections.py:855(set_sizes)
     3624    0.003    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:58(_scale_dashes)
      680    0.003    0.000    0.019    0.000 /usr/lib/python3.6/tkinter/__init__.py:1192(_bind)
     5396    0.003    0.000    0.010    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/pyplot.py:557(_auto_draw_if_interactive)
       81    0.003    0.000    0.003    0.000 {built-in method _thread.start_new_thread}
     5456    0.003    0.000    0.007    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/__init__.py:1399(is_interactive)
      320    0.003    0.000    0.076    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/scale.py:63(set_default_locators_and_formatters)
    12150    0.003    0.000    0.003    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
     5740    0.003    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3345(dtype)
       81    0.003    0.000    0.007    0.000 /usr/lib/python3.6/threading.py:757(__init__)
      135    0.003    0.000    0.007    0.000 /usr/lib/python3.6/multiprocessing/util.py:395(_flush_std_streams)
    30738    0.003    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:255(should_simplify)
      240    0.003    0.000    0.004    0.000 /usr/lib/python3.6/tkinter/__init__.py:2250(_setup)
      768    0.003    0.000    0.004    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/text.py:52(get_rotation)
     6051    0.003    0.000    0.003    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     1496    0.003    0.000    0.476    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/axis.py:963(iter_ticks)
      388    0.003    0.000    0.004    0.000 /usr/lib/python3.6/_weakrefset.py:81(add)
    11170    0.003    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:1908(get_matrix)
1640/1540    0.003    0.000    0.005    0.000 {method 'view' of 'numpy.generic' objects}
     5103    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x9ec020}
    30346    0.003    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/path.py:217(codes)
     2318    0.003    0.000    0.042    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/transforms.py:2433(transform_affine)
      320    0.003    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/ticker.py:493(__init__)
      762    0.003    0.000    0.025    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:1229(update_from)
     3050    0.003    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/artist.py:325(set_transform)
     5396    0.003    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/figure.py:55(_stale_figure_callback)
      760    0.003    0.000    0.005    0.000 /usr/lib/python3.6/tkinter/__init__.py:93(_cnfmerge)
     1602    0.003    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/matplotlib/lines.py:1002(set_linewidth)
      240    0.003    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:845(__call__)
      900    0.003    0.000    0.003    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
