         2427882 function calls (2425932 primitive calls) in 83.240 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1800    0.030    0.000    0.094    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1153(__call__)
      432    0.030    0.000    0.032    0.000 /usr/lib/python3.6/multiprocessing/util.py:151(__init__)
      360    0.030    0.000    1.500    0.004 /usr/lib/python3.6/multiprocessing/process.py:95(start)
135916/135677    0.030    0.000    0.031    0.000 {built-in method builtins.issubclass}
    15528    0.028    0.000    3.110    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3199(_ureduce)
    31956    0.028    0.000    0.078    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numerictypes.py:687(issubdtype)
      132    0.026    0.000    3.410    0.026 transitsim.py:55(check_snr)
      900    0.026    0.000    0.026    0.000 {built-in method numpy.core.multiarray.where}
    63912    0.026    0.000    0.048    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numerictypes.py:619(issubclass_)
     1143    0.024    0.000    0.048    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:530(__init__)
      360    0.023    0.000    1.457    0.004 /usr/lib/python3.6/multiprocessing/context.py:274(_Popen)
    85078    0.022    0.000    0.022    0.000 {method 'pop' of 'dict' objects}
    76637    0.022    0.000    0.022    0.000 {built-in method builtins.setattr}
      900    0.022    0.000    0.023    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3278(__setitem__)
165738/165380    0.021    0.000    0.023    0.000 {built-in method builtins.isinstance}
    18910    0.021    0.000    0.048    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2491(seterr)
      900    0.020    0.000    0.048    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4185(__imul__)
     4140    0.019    0.000    0.119    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4382(count)
      288    0.019    0.000    0.047    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:51(__init__)
    14282    0.018    0.000    0.132    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2817(mean)
   127235    0.017    0.000    0.017    0.000 {method 'update' of 'dict' objects}
    18910    0.017    0.000    0.019    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2592(geterr)
     3960    0.016    0.000    0.178    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3019(__array_wrap__)
     2160    0.015    0.000    0.030    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:845(__call__)
    47700    0.015    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3345(dtype)
     1080    0.015    0.000    2.374    0.002 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/extras.py:700(_median)
    59391    0.014    0.000    0.028    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:504(asanyarray)
    64768    0.013    0.000    0.021    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1515(<genexpr>)
    21054    0.013    0.000    0.013    0.000 {built-in method builtins.hasattr}
12600/11700    0.013    0.000    0.021    0.000 {method 'view' of 'numpy.generic' objects}
    14282    0.013    0.000    0.166    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:601(partition)
    22170    0.012    0.000    0.012    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3560(_get_data)
    14462    0.011    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:48(_count_reduce_items)
    14282    0.011    0.000    0.711    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3254(median)
108010/107929    0.011    0.000    0.011    0.000 {built-in method builtins.len}
      360    0.011    0.000    1.423    0.004 /usr/lib/python3.6/multiprocessing/popen_fork.py:16(__init__)
       72    0.011    0.000    1.756    0.024 /usr/lib/python3.6/multiprocessing/pool.py:153(__init__)
    16193    0.010    0.000    0.010    0.000 {built-in method builtins.sorted}
     1008    0.010    0.000    0.010    0.000 {built-in method posix.close}
     5040    0.010    0.000    0.117    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3659(filled)
      720    0.010    0.000    0.010    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     3060    0.009    0.000    0.148    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4951(sum)
    14431    0.009    0.000    0.099    0.000 {method 'view' of 'numpy.ndarray' objects}
      216    0.008    0.000    0.008    0.000 {built-in method _thread.start_new_thread}
     1080    0.008    0.000    0.539    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5203(var)
    40320    0.008    0.000    0.017    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1359(getmask)
      360    0.008    0.000    0.018    0.000 /usr/lib/python3.6/multiprocessing/util.py:395(_flush_std_streams)
      216    0.008    0.000    0.018    0.000 /usr/lib/python3.6/threading.py:757(__init__)
    19440    0.008    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3361(shape)
    17478    0.008    0.000    0.008    0.000 {method 'transpose' of 'numpy.ndarray' objects}
    33284    0.008    0.000    0.008    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
     3660    0.008    0.000    0.008    0.000 {method 'astype' of 'numpy.ndarray' objects}
      180    0.007    0.000    0.060    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:91(_var)
     1080    0.007    0.000    0.025    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:924(__call__)
      650    0.007    0.000    0.008    0.000 /usr/lib/python3.6/_weakrefset.py:81(add)
     9540    0.007    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:669(getdata)
      360    0.007    0.000    0.053    0.000 /usr/lib/python3.6/multiprocessing/pool.py:150(Process)
       72    0.007    0.000   15.335    0.213 /usr/local/lib/python3.6/dist-packages/kplr/api.py:155(mast_request)
     1612    0.007    0.000    0.987    0.001 /usr/lib/python3.6/multiprocessing/popen_fork.py:24(poll)
    18910    0.006    0.000    0.006    0.000 {built-in method numpy.core.umath.seterrobj}
       72    0.006    0.000    4.889    0.068 /usr/lib/python3.6/multiprocessing/pool.py:561(_terminate_pool)
      144    0.006    0.000    0.006    0.000 {method 'choice' of 'mtrand.RandomState' objects}
     3060    0.006    0.000    0.037    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3075(view)
       30    0.006    0.000    0.006    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:278(close)
     5580    0.006    0.000    0.006    0.000 {built-in method numpy.core.multiarray.zeros}
     1143    0.006    0.000    0.057    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:721(__init__)
     9360    0.006    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1312(_replace_dtype_fields)
     2880    0.006    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:642(get_masked_subclass)
      313    0.006    0.000    0.006    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     4860    0.006    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:443(_check_fill_value)
     7020    0.005    0.000    0.027    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1423(getmaskarray)
      180    0.005    0.000    2.834    0.016 /home/yangyangli/.local/lib/python3.6/site-packages/astropy/stats/sigma_clipping.py:170(__call__)
       30    0.005    0.000    0.005    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:79(make_fid)
    15542    0.005    0.000    0.008    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6185(isMaskedArray)
     1139    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap>:416(parent)
      166    0.005    0.000    0.030    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3672(_quantile_ureduce_func)
      900    0.005    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/shape_base.py:24(_make_along_axis_idx)
     1080    0.005    0.000    0.234    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5115(mean)
      360    0.005    0.000    0.011    0.000 /usr/lib/python3.6/multiprocessing/process.py:52(_cleanup)
     3521    0.005    0.000    0.005    0.000 {method 'format' of 'str' objects}
     1528    0.005    0.000    0.006    0.000 {method 'join' of 'str' objects}
     8465    0.005    0.000    0.031    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2891(__enter__)
      504    0.005    0.000    0.005    0.000 /usr/lib/python3.6/threading.py:215(__init__)
       60    0.005    0.000    0.008    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:53(make_new_dset)
     2160    0.005    0.000    0.068    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:2575(wrapped_method)
     2304    0.005    0.000    0.007    0.000 /usr/lib/python3.6/random.py:223(_randbelow)
       72    0.005    0.000    0.820    0.011 /home/yangyangli/.local/lib/python3.6/site-packages/batman/transitmodel.py:71(__init__)
     8465    0.005    0.000    0.023    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2896(__exit__)
     8866    0.005    0.000    0.035    0.000 {method 'any' of 'numpy.ndarray' objects}
      504    0.004    0.000    0.004    0.000 {built-in method posix.pipe}
       72    0.004    0.000    0.045    0.001 /usr/lib/python3.6/http/client.py:194(parse_headers)
     2520    0.004    0.000    0.179    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6568(__call__)
     6842    0.004    0.000    0.127    0.000 {method 'sum' of 'numpy.ndarray' objects}
    16192    0.004    0.000    0.004    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:1586(<listcomp>)
    22354    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
     8465    0.004    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:2887(__init__)
       72    0.004    0.000    0.009    0.000 /usr/lib/python3.6/email/feedparser.py:471(_parse_headers)
    37820    0.004    0.000    0.004    0.000 {built-in method numpy.core.umath.geterrobj}
     1172    0.004    0.000    0.353    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:49(_wrapfunc)
       72    0.004    0.000    8.547    0.119 /usr/lib/python3.6/http/client.py:290(begin)
       72    0.004    0.000    1.762    0.024 /usr/lib/python3.6/multiprocessing/context.py:114(Pool)
      288    0.004    0.000   54.961    0.191 /usr/lib/python3.6/threading.py:263(wait)
    32456    0.004    0.000    0.004    0.000 {built-in method _operator.index}
     2304    0.004    0.000    0.011    0.000 /usr/lib/python3.6/random.py:255(choice)
    19221    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
      144    0.004    0.000    0.024    0.000 /usr/lib/python3.6/email/feedparser.py:218(_parsegen)
     1080    0.004    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:883(__call__)
    16275    0.004    0.000    0.004    0.000 {method 'insert' of 'list' objects}
     2404    0.004    0.000    0.004    0.000 {built-in method posix.getpid}
     1118    0.004    0.000   12.793    0.011 /usr/lib/python3.6/socket.py:572(readinto)
       72    0.003    0.000   15.340    0.213 /usr/local/lib/python3.6/dist-packages/kplr/api.py:386(_data_search)
     2520    0.003    0.000    0.024    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1556(make_mask)
     9360    0.003    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1280(_replace_dtype_fields_recursive)
     1441    0.003    0.000    0.021    0.000 {built-in method builtins.next}
       72    0.003    0.000    0.898    0.012 /scratch/yyl/noisecorre/KOI_simulation_utils.py:12(batman_planet)
     2701    0.003    0.000    0.003    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      648    0.003    0.000    0.007    0.000 /usr/lib/python3.6/email/message.py:462(get)
       72    0.003    0.000    0.005    0.000 /usr/lib/python3.6/socket.py:218(makefile)
     1087    0.003    0.000    0.003    0.000 {method 'add' of 'set' objects}
      143    0.003    0.000    3.867    0.027 {method 'read' of '_io.BufferedReader' objects}
     1080    0.003    0.000    2.134    0.002 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6688(sort)
     4500    0.003    0.000    0.006    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1656(shape)
      934    0.003    0.000    8.933    0.010 {method 'readline' of '_io.BufferedReader' objects}
      288    0.003    0.000    0.017    0.000 /usr/lib/python3.6/tempfile.py:296(__next__)
     5580    0.003    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1645(make_mask_none)
       72    0.003    0.000    0.009    0.000 /usr/lib/python3.6/multiprocessing/pool.py:368(_map_async)
      434    0.003    0.000    0.003    0.000 {method 'copy' of 'dict' objects}
     1080    0.003    0.000    0.567    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5267(std)
      288    0.003    0.000    0.053    0.000 /usr/lib/python3.6/multiprocessing/context.py:64(Lock)
       30    0.003    0.000    0.027    0.001 transitsim.py:178(save_to_hdf)
     3060    0.003    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1818(_check_mask_axis)
       72    0.003    0.000    8.557    0.119 /usr/lib/python3.6/http/client.py:1287(getresponse)
       72    0.003    0.000    0.004    0.000 /usr/lib/python3.6/email/feedparser.py:139(__init__)
      900    0.003    0.000    0.115    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/shape_base.py:47(take_along_axis)
      384    0.003    0.000    0.014    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:36(_wrapit)
      132    0.003    0.000    0.003    0.000 {built-in method builtins.print}
     9360    0.003    0.000    0.012    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1326(make_mask_descr)
        3    0.003    0.001    0.003    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/internals.py:5017(_stack_arrays)
      432    0.003    0.000    4.893    0.011 /usr/lib/python3.6/multiprocessing/util.py:167(__call__)
       72    0.002    0.000    8.495    0.118 /usr/lib/python3.6/http/client.py:257(_read_status)
       72    0.002    0.000    0.109    0.002 /usr/local/lib/python3.6/dist-packages/kplr/api.py:208(<listcomp>)
     6303    0.002    0.000    0.015    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/numeric.py:433(asarray)
1046/1044    0.002    0.000    0.010    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
       72    0.002    0.000   10.831    0.150 /usr/lib/python3.6/urllib/request.py:1276(do_open)
     8866    0.002    0.000    0.030    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:42(_any)
       30    0.002    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:42(make_fapl)
     3600    0.002    0.000    0.025    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3037(<listcomp>)
      288    0.002    0.000    0.004    0.000 /usr/lib/python3.6/weakref.py:165(__setitem__)
     1015    0.002    0.000    0.002    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
     3600    0.002    0.000    0.067    0.000 {built-in method _functools.reduce}
       72    0.002    0.000    0.060    0.001 /usr/local/lib/python3.6/dist-packages/kplr/api.py:439(<listcomp>)
      216    0.002    0.000    0.069    0.000 /usr/lib/python3.6/threading.py:828(start)
      415    0.002    0.000    0.002    0.000 {method 'uniform' of 'mtrand.RandomState' objects}
      288    0.002    0.000   54.964    0.191 /usr/lib/python3.6/threading.py:533(wait)
       72    0.002    0.000    0.004    0.000 /usr/lib/python3.6/multiprocessing/pool.py:663(__init__)
       83    0.002    0.000    0.043    0.001 /scratch/yyl/noisecorre/transit_basic.py:54(__init__)
      900    0.002    0.000    0.470    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2923(std)
     1075    0.002    0.000    0.009    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:64(_wrapreduction)
      576    0.002    0.000    0.003    0.000 /usr/lib/python3.6/email/_policybase.py:293(header_source_parse)
     6842    0.002    0.000    0.123    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/_methods.py:34(_sum)
      288    0.002    0.000    0.021    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:115(_make_name)
     1118    0.002    0.000    0.002    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      360    0.002    0.000    0.006    0.000 /usr/lib/python3.6/multiprocessing/process.py:128(is_alive)
       72    0.002    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/function_base.py:25(linspace)
     7521    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
      288    0.002    0.000    0.007    0.000 /usr/lib/python3.6/email/message.py:564(get_content_type)
      288    0.002    0.000    0.013    0.000 /usr/lib/python3.6/tempfile.py:299(<listcomp>)
      142    0.002    0.000    0.448    0.003 /usr/lib/python3.6/http/client.py:534(_get_chunk_left)
     1124    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
       72    0.002    0.000    0.002    0.000 /usr/lib/python3.6/socket.py:409(_real_close)
      288    0.002    0.000    0.006    0.000 /usr/lib/python3.6/multiprocessing/util.py:136(register_after_fork)
       60    0.002    0.000    0.002    0.000 {built-in method h5py.h5t.py_create}
     1080    0.002    0.000    2.382    0.002 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/extras.py:618(median)
      144    0.002    0.000    0.059    0.000 /usr/lib/python3.6/multiprocessing/queues.py:313(__init__)
     2880    0.002    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:3952(_delegate_binop)
       72    0.002    0.000    0.002    0.000 /usr/lib/python3.6/socket.py:560(__init__)
      172    0.002    0.000    0.979    0.006 /usr/lib/python3.6/multiprocessing/process.py:118(join)
       72    0.002    0.000    0.007    0.000 /usr/lib/python3.6/http/client.py:227(__init__)
      288    0.002    0.000    0.005    0.000 /usr/lib/python3.6/threading.py:498(__init__)
       14    0.002    0.000    0.002    0.000 {built-in method marshal.loads}
     2880    0.002    0.000    0.011    0.000 {method 'all' of 'numpy.ndarray' objects}
      360    0.002    0.000    0.002    0.000 {built-in method posix.kill}
       72    0.002    0.000    0.002    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/batman/transitmodel.py:371(__init__)
      144    0.002    0.000    0.062    0.000 /usr/lib/python3.6/multiprocessing/context.py:109(SimpleQueue)
       72    0.002    0.000    3.880    0.054 /usr/lib/python3.6/multiprocessing/pool.py:552(_help_stuff_finish)
      360    0.002    0.000    0.003    0.000 /usr/lib/python3.6/multiprocessing/popen_fork.py:53(terminate)
      145    0.002    0.000    0.002    0.000 {method 'readlines' of '_io._IOBase' objects}
      648    0.002    0.000    0.002    0.000 /usr/lib/python3.6/threading.py:1230(current_thread)
       72    0.002    0.000    0.002    0.000 /usr/lib/python3.6/multiprocessing/reduction.py:38(__init__)
       72    0.001    0.000    1.161    0.016 transitsim.py:32(__init__)
     1190    0.001    0.000    0.001    0.000 /usr/lib/python3.6/socket.py:611(readable)
     1260    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.generic' objects}
       76    0.001    0.000    0.004    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/pandas/core/frame.py:2664(__getitem__)
      144    0.001    0.000    0.001    0.000 {method 'sendall' of '_socket.socket' objects}
       72    0.001    0.000    0.050    0.001 /usr/lib/python3.6/json/__init__.py:302(loads)
       30    0.001    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:42(create_group)
     1080    0.001    0.000    0.094    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4064(__sub__)
       60    0.001    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:317(__init__)
     2340    0.001    0.000    0.013    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:1546(_shrink_mask)
      180    0.001    0.000    0.011    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:2772(__new__)
      360    0.001    0.000    0.002    0.000 /usr/lib/python3.6/multiprocessing/process.py:150(name)
      792    0.001    0.000    0.002    0.000 /usr/lib/python3.6/email/feedparser.py:78(readline)
     3932    0.001    0.000    0.001    0.000 {method 'getrandbits' of '_random.Random' objects}
       72    0.001    0.000    0.073    0.001 /home/yangyangli/.local/lib/python3.6/site-packages/batman/transitmodel.py:215(light_curve)
     2880    0.001    0.000    0.001    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:656(<listcomp>)
      432    0.001    0.000    0.002    0.000 /usr/lib/python3.6/http/client.py:1195(putheader)
       83    0.001    0.000    0.001    0.000 /scratch/yyl/noisecorre/transit_basic.py:32(incl)
      900    0.001    0.000    1.631    0.002 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:5316(argsort)
      384    0.001    0.000    0.018    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/core/fromnumeric.py:552(transpose)
       72    0.001    0.000    0.003    0.000 /usr/lib/python3.6/queue.py:27(__init__)
      180    0.001    0.000    3.362    0.019 /home/yangyangli/.local/lib/python3.6/site-packages/astropy/stats/sigma_clipping.py:369(sigma_clipped_stats)
      900    0.001    0.000    0.051    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:4080(__mul__)
       72    0.001    0.000    0.049    0.001 /usr/lib/python3.6/json/decoder.py:334(decode)
       72    0.001    0.000    0.002    0.000 /usr/lib/python3.6/multiprocessing/pool.py:619(__init__)
      720    0.001    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/process.py:83(<genexpr>)
     2700    0.001    0.000    0.005    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:6989(reshape)
      694    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
       72    0.001    0.000    0.005    0.000 /usr/lib/python3.6/urllib/parse.py:830(urlencode)
       72    0.001    0.000   10.839    0.151 /usr/lib/python3.6/urllib/request.py:508(open)
     2700    0.001    0.000    0.003    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/ma/core.py:596(filled)
      575    0.001    0.000    0.002    0.000 /usr/lib/python3.6/email/_policybase.py:281(_sanitize_header)
      369    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      166    0.001    0.000    0.033    0.000 /home/yangyangli/.local/lib/python3.6/site-packages/numpy/lib/function_base.py:3398(percentile)
      142    0.001    0.000    0.441    0.003 /usr/lib/python3.6/http/client.py:504(_read_next_chunk_size)
     1118    0.001    0.000    0.002    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       72    0.001    0.000    0.003    0.000 /usr/lib/python3.6/socket.py:649(close)
      143    0.001    0.000    3.869    0.027 /usr/lib/python3.6/http/client.py:596(_safe_read)
