         64409 function calls (64225 primitive calls) in 4.509 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
       12    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.concatenate}
      433    0.001    0.000    0.004    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:1515(moveaxis)
      401    0.001    0.000    0.003    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/_methods.py:53(_mean)
        2    0.001    0.000    0.040    0.020 /usr/lib/python3.6/multiprocessing/pool.py:225(_repopulate_pool)
    40/38    0.001    0.000    0.001    0.000 {built-in method builtins.__build_class__}
        2    0.001    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/internals.py:5080(<listcomp>)
      196    0.001    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:2934(__array_finalize__)
       12    0.001    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/util.py:151(__init__)
        1    0.001    0.001    0.001    0.001 /usr/lib/python3/dist-packages/pandas/io/parsers.py:1677(__init__)
      324    0.001    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:2908(_update_from)
       10    0.001    0.000    0.038    0.004 /usr/lib/python3.6/multiprocessing/process.py:95(start)
      427    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       34    0.001    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:530(__init__)
       10    0.001    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/process.py:71(__init__)
5487/5486    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
     2065    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.array}
     3808    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
     4412    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
     2320    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:278(close)
      834    0.001    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numerictypes.py:699(issubdtype)
     2398    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     1668    0.001    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numerictypes.py:631(issubclass_)
     1020    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
        8    0.001    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:51(__init__)
      417    0.001    0.000    0.020    0.000 /usr/local/lib/python3.6/dist-packages/numpy/lib/function_base.py:3982(_ureduce)
       10    0.001    0.000    0.036    0.004 /usr/lib/python3.6/multiprocessing/context.py:274(_Popen)
        1    0.000    0.000    0.001    0.001 transitsim.py:149(save_to_hdf)
3520/3463    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      401    0.000    0.000    0.003    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/fromnumeric.py:2854(mean)
     1644    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:495(asanyarray)
      401    0.000    0.000    0.004    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/fromnumeric.py:578(partition)
        2    0.000    0.000    0.046    0.023 /usr/lib/python3.6/multiprocessing/pool.py:153(__init__)
       20    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:1154(__call__)
       28    0.000    0.000    0.000    0.000 {built-in method posix.close}
     1732    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:1506(<genexpr>)
        6    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       82    0.000    0.000    0.000    0.000 {built-in method posix.stat}
      401    0.000    0.000    0.017    0.000 /usr/local/lib/python3.6/dist-packages/numpy/lib/function_base.py:4037(median)
      404    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/_methods.py:43(_count_reduce_items)
       10    0.000    0.000    0.035    0.004 /usr/lib/python3.6/multiprocessing/popen_fork.py:16(__init__)
  496/494    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:3372(__setattr__)
      214    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:2460(seterr)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:757(__init__)
       22    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:1007(__call__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/util.py:395(_flush_std_streams)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:79(make_fid)
     14/8    0.000    0.000    0.003    0.000 {built-in method builtins.exec}
      434    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      320    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:777(is_integer_dtype)
       10    0.000    0.000    0.007    0.001 /usr/local/lib/python3.6/dist-packages/astropy/stats/sigma_clipping.py:131(_perform_clip)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:81(add)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:830(get_data)
      566    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1776(_get_dtype_type)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:250(_optimize_charset)
       44    0.000    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:3004(__array_wrap__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:53(make_new_dset)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1233(find_spec)
     1426    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.552    0.276 /usr/local/lib/python3.6/dist-packages/kplr/api.py:155(mast_request)
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
      214    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:2560(geterr)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:846(__call__)
      866    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
       12    0.000    0.000    0.003    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/extras.py:699(_median)
       47    0.000    0.000    0.029    0.001 /usr/lib/python3.6/multiprocessing/popen_fork.py:24(poll)
       34    0.000    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/kplr/api.py:721(__init__)
      449    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/_methods.py:86(_var)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/compat/__init__.py:122(lrange)
       10    0.000    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/pool.py:150(Process)
       20    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.106    0.053 /usr/lib/python3.6/multiprocessing/pool.py:561(_terminate_pool)
      180    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      113    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
        4    0.000    0.000    0.000    0.000 {method 'choice' of 'mtrand.RandomState' objects}
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/lib/function_base.py:4298(_percentile)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
        1    0.000    0.000    0.097    0.097 /usr/lib/python3/dist-packages/pandas/io/parsers.py:423(_read)
       86    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/request.py:446(add_handler)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:52(_cleanup)
       36    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:3186(__getitem__)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3.6/random.py:223(_randbelow)
      685    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:4392(count)
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:870(_find_spec)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.6/http/client.py:194(parse_headers)
       85    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:3136(_sanitize_array)
       14    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       33    0.000    0.000    0.452    0.014 /usr/lib/python3.6/socket.py:572(readinto)
      415    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:6198(isMaskedArray)
     14/8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:470(_parse)
     1231    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       14    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:743(get_code)
      247    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:3570(_get_data)
      429    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/generic.py:7(_check)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.6/email/feedparser.py:218(_parsegen)
        2    0.000    0.000    0.048    0.024 /usr/lib/python3.6/multiprocessing/context.py:114(Pool)
      8/5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:181(__new__)
       12    0.000    0.000    0.004    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:5213(var)
       30    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:3383(__setmask__)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
      435    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       14    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:471(_parse_headers)
      283    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/dtypes.py:85(is_dtype)
        2    0.000    0.000    0.553    0.276 /usr/local/lib/python3.6/dist-packages/kplr/api.py:386(_data_search)
       56    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:3669(filled)
      156    0.000    0.000    0.001    0.000 {method 'view' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.336    0.013 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.003    0.003 /usr/lib/python3/dist-packages/pandas/core/internals.py:4645(form_blocks)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:925(__call__)
  108/106    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:462(get)
       34    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:4961(sum)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/tempfile.py:285(rng)
        4    0.000    0.000    0.116    0.029 {method 'read' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:218(makefile)
     10/1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/py/_vendored_packages/apipkg.py:92(__init__)
        2    0.000    0.000    0.319    0.159 /usr/lib/python3.6/http/client.py:290(begin)
       10    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
      107    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
     28/7    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:64(_compile)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        8    0.000    0.000    3.634    0.454 /usr/lib/python3.6/threading.py:263(wait)
     15/7    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap>:966(_find_and_load)
        8    0.000    0.000    0.003    0.000 /usr/lib/python3.6/multiprocessing/context.py:64(Lock)
      433    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:1577(<listcomp>)
      868    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       69    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals.py:3114(_rebuild_blknos_and_blklocs)
      106    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:670(getdata)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/files.py:42(make_fapl)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
      107    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
        2    0.000    0.000    0.000    0.000 {built-in method h5py.h5t.py_create}
       89    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1692(__contains__)
        2    0.000    0.000    0.013    0.007 /usr/local/lib/python3.6/dist-packages/batman/transitmodel.py:71(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
       28    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:1696(mask_or)
       33    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      448    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:1360(getmask)
       34    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:3064(view)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3.6/random.py:255(choice)
        8    0.000    0.000    3.634    0.454 /usr/lib/python3.6/threading.py:533(wait)
       41    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        2    0.000    0.000    0.318    0.159 /usr/lib/python3.6/http/client.py:257(_read_status)
      120    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
      252    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      223    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:478(is_categorical_dtype)
      171    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.003    0.002 /usr/local/lib/python3.6/dist-packages/kplr/api.py:208(<listcomp>)
     14/8    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap>:651(_load_unlocked)
       33    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       96    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:2857(__enter__)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.6/tempfile.py:296(__next__)
        2    0.000    0.000    0.319    0.160 /usr/lib/python3.6/http/client.py:1287(getresponse)
     15/7    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap>:936(_find_and_load_unlocked)
      163    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.411    0.206 /usr/lib/python3.6/urllib/request.py:1276(do_open)
      160    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1496(is_float_dtype)
      150    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:515(__new__)
        2    0.000    0.000    0.001    0.000 /scratch/yyl/noisecorre/transit_basic.py:54(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/pandas/core/frame.py:6452(_homogenize)
       22    0.000    0.000    0.007    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/fromnumeric.py:50(_wrapfunc)
       12    0.000    0.000    0.106    0.009 /usr/lib/python3.6/multiprocessing/util.py:167(__call__)
        2    0.000    0.000    0.015    0.007 /scratch/yyl/noisecorre/KOI_simulation_utils.py:10(batman_planet)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:139(__init__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:4195(__imul__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:42(create_group)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/weakref.py:165(__setitem__)
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1117(_get_spec)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/group.py:248(__setitem__)
       61    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:801(__and__)
        2    0.000    0.000    0.009    0.005 transitsim.py:52(check_snr)
       32    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:643(get_masked_subclass)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/tempfile.py:299(<listcomp>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:498(__init__)
        6    0.000    0.000    0.002    0.000 /usr/lib/python3.6/threading.py:828(start)
      214    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
       19    0.000    0.000    0.001    0.000 /usr/lib/python3.6/re.py:286(_compile)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.6/dist-packages/kplr/api.py:439(<listcomp>)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:75(join)
        4    0.000    0.000    0.004    0.001 /usr/lib/python3.6/multiprocessing/context.py:109(SimpleQueue)
       28    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:6565(__call__)
       10    0.000    0.000    0.000    0.000 {method 'uniform' of 'mtrand.RandomState' objects}
      428    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
      150    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:265(__call__)
       31    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
        1    0.000    0.000    0.004    0.004 transitsim.py:19(reframe)
       12    0.000    0.000    0.002    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:5125(mean)
       54    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:444(_check_fill_value)
       96    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:2853(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/pool.py:368(_map_async)
       77    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/frame.py:2115(__getitem__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f649f6aa510}
       33    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.list_to_object_array}
       24    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:2574(wrapped_method)
       31    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:560(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_policybase.py:293(header_source_parse)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:564(get_content_type)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:409(_real_close)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:611(readable)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:227(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/h5py/_hl/dataset.py:317(__init__)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:5484(sort)
       74    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:1313(_replace_dtype_fields)
       78    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:1424(getmaskarray)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals.py:2921(make_block)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:115(_make_name)
       62    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:935(maybe_cast_to_datetime)
        4    0.000    0.000    0.018    0.005 /usr/lib/python3.6/http/client.py:504(_read_next_chunk_size)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/pool.py:10(<module>)
        4    0.000    0.000    0.003    0.001 /usr/lib/python3.6/multiprocessing/queues.py:313(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/synchronize.py:11(<module>)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/function_base.py:25(linspace)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/pool.py:619(__init__)
      120    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      437    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
        2    0.000    0.000    0.034    0.017 /usr/lib/python3.6/socket.py:728(getaddrinfo)
    47/26    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:173(getwidth)
      367    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:128(is_alive)
       85    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:3153(_try_cast)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/queues.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/stringprep.py:6(<module>)
       87    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:664(__getitem__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:3616(__setattr__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:78(readline)
       96    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:2862(__exit__)
      177    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/numeric.py:424(asarray)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/util.py:136(register_after_fork)
        2    0.000    0.000    0.008    0.004 /usr/local/lib/python3.6/dist-packages/astropy/stats/sigma_clipping.py:170(__call__)
        7    0.000    0.000    0.029    0.004 /usr/lib/python3.6/multiprocessing/process.py:118(join)
       52    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/numpy/core/fromnumeric.py:1613(shape)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/connection.py:501(Pipe)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:27(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
      186    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      258    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.089    0.089 /usr/lib/python3/dist-packages/pandas/io/parsers.py:1837(read)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:139(__init__)
       12    0.000    0.000    0.001    0.000 /usr/local/lib/python3.6/dist-packages/numpy/ma/core.py:6685(sort)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:1230(current_thread)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3/dist-packages/pandas/core/frame.py:408(_init_dict)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.6/email/parser.py:42(parse)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_policybase.py:281(_sanitize_header)
